Run,Step,BitsPerBase,GrammarSize,NeighborsEvaluated
31,6,3.700603,14,1
29,8,3.457438,20,1
33,8,3.793624,18,2
33,9,3.759994,17,1
32,3,4.009438,18,7
23,19,2.858537,10,21
28,15,3.400800,14,7
17,24,3.114149,9,54
28,16,3.329685,13,1
29,9,3.435794,20,6
34,-1,4.096026,17,0
28,17,3.207057,13,2
31,7,3.687485,15,10
34,0,4.094858,16,2
30,4,3.976260,17,18
34,1,4.092747,15,2
22,18,3.270026,9,44
33,10,3.750934,16,11
34,2,4.075929,15,3
27,10,3.628466,16,18
30,5,3.716012,16,6
33,11,3.711365,16,2
29,10,3.383993,20,7
32,4,3.957149,17,13
27,11,3.607394,16,2
34,3,4.073192,16,4
28,18,3.195252,12,12
29,11,3.326997,19,3
29,12,3.251620,18,1
34,4,4.071999,15,4
26,18,2.879897,6,61
27,12,3.569839,15,6
35,-1,4.185714,13,0
34,5,4.061065,15,2
31,8,3.613003,15,15
30,6,3.468930,15,11
28,19,3.182329,11,9
35,0,4.174455,13,3
33,12,3.538713,16,10
28,20,3.163340,11,1
32,5,3.650372,17,9
23,20,2.839677,9,30
27,13,3.504834,15,7
35,1,4.138598,14,4
34,6,4.041532,15,8
34,7,4.040997,16,1
32,6,3.641649,17,5
33,13,3.528146,15,6
34,8,3.843925,16,2
28,21,3.081924,11,10
29,13,3.242040,17,12
32,7,3.567207,16,5
35,2,4.125450,14,9
30,7,3.142228,15,16
35,3,4.119329,14,1
34,9,3.692572,16,8
32,8,3.501840,15,4
33,14,3.521047,15,9
31,9,3.571651,15,19
35,4,4.101464,14,4
29,14,3.185901,17,8
34,10,3.676964,15,3
31,10,3.491969,15,2
33,15,3.521047,15,4
34,11,3.674960,15,4
28,22,3.010649,10,19
32,9,3.397778,14,8
32,10,3.397480,13,7
23,21,2.839447,10,37
28,23,2.954361,11,11
32,11,3.378818,13,2
22,19,3.270026,9,66
34,12,3.624569,14,11
36,-1,4.520048,16,0
35,5,3.969210,15,16
33,16,3.510049,14,13
28,24,2.944774,10,8
29,15,3.036925,18,17
36,0,4.504114,15,4
37,-1,4.559360,13,0
37,0,4.540946,14,1
36,1,4.476624,15,3
35,6,3.818665,15,5
32,12,3.368575,12,10
36,2,4.442102,15,1
35,7,3.789264,15,1
36,3,4.136370,15,2
37,1,4.360185,13,4
27,14,3.435891,14,39
37,2,4.320018,13,1
27,15,3.416027,14,2
30,8,3.122137,16,33
31,11,3.449154,14,26
34,13,3.362124,14,14
37,3,3.760896,13,5
35,8,3.687111,14,8
31,12,3.436533,14,2
35,9,3.581411,14,1
32,13,3.103867,12,12
35,10,3.475393,13,2
34,14,3.353360,14,4
36,4,4.124602,15,11
36,5,4.113717,14,1
32,14,3.069211,12,5
36,6,4.102175,13,3
30,9,3.092342,15,10
33,17,3.497980,13,20
36,7,4.100240,13,3
35,11,3.374043,12,8
29,16,2.976453,18,19
32,15,2.934173,12,6
36,8,3.918757,14,1
36,9,3.699633,14,1
36,10,3.418332,14,4
37,4,3.726741,13,17
31,13,3.386276,14,17
36,11,3.411493,13,2
33,18,3.490236,13,11
35,12,3.365379,13,10
33,19,3.447017,13,2
36,12,3.390950,14,3
32,16,2.925773,11,12
34,15,3.300566,13,16
30,10,3.001604,15,15
27,16,3.315829,14,27
27,17,3.084780,14,1
33,20,3.435268,12,7
37,5,3.685994,12,11
35,13,3.269647,12,9
37,6,3.645053,12,2
37,7,3.500034,12,1
34,16,3.249866,14,12
23,22,2.810518,11,62
32,17,2.917256,10,16
29,17,2.903325,17,20
30,11,2.970158,14,12
34,17,3.177056,13,4
32,18,2.908200,9,8
34,18,3.139870,13,3
32,19,2.899142,8,6
33,21,3.382886,12,21
31,14,3.312348,13,28
33,22,3.370707,11,2
37,8,3.454247,11,21
37,9,3.431432,11,2
34,19,3.099118,13,9
35,14,3.233539,11,27
30,12,2.947443,13,16
37,10,3.396395,11,4
33,23,3.269408,11,8
29,18,2.877934,16,20
36,13,3.356637,13,36
27,18,3.075878,13,33
32,20,2.878992,7,29
36,14,3.346486,12,2
36,15,3.335499,11,2
36,16,3.323856,10,1
35,15,3.183078,10,16
36,17,3.282583,10,2
37,11,3.359737,10,14
34,20,3.034010,12,14
30,13,2.937945,12,14
37,12,3.265260,10,7
31,15,3.303965,12,32
33,24,3.228483,11,24
38,-1,4.640922,16,0
36,18,3.271147,9,14
38,0,4.483547,17,1
35,16,3.144037,9,20
29,19,2.868473,15,16
34,21,2.966741,11,14
38,1,4.393785,16,3
27,19,3.065351,12,21
36,19,3.212250,9,7
38,2,4.196417,15,2
36,20,3.200724,8,2
38,3,4.141698,14,1
38,4,4.066525,13,1
38,5,3.815544,13,1
32,21,2.878992,7,51
34,22,2.957012,11,8
36,21,3.137713,7,8
39,-1,3.876525,18,0
30,14,2.888911,11,24
35,17,3.096775,8,16
39,0,3.690283,18,2
38,6,3.803046,12,4
39,1,3.614056,18,1
37,13,3.217360,9,36
36,22,3.125876,8,13
38,7,3.754683,11,5
39,2,3.563209,18,5
37,14,3.183232,8,6
30,15,2.864992,11,12
36,23,3.086576,8,9
39,3,3.549165,17,2
38,8,3.745140,10,7
36,24,3.075258,7,3
39,4,3.534977,17,2
40,-1,4.657028,16,0
37,15,2.814433,8,10
35,18,3.048485,7,26
23,23,2.810518,11,76
41,-1,4.415326,14,0
37,16,2.709020,7,6
41,0,4.395531,13,1
31,16,3.293323,11,41
39,5,3.496670,18,4
40,0,4.635680,15,5
41,1,3.898168,13,3
34,23,2.941451,10,26
39,6,3.488151,17,2
41,2,3.852991,12,2
41,3,3.530958,11,1
41,4,3.466778,11,1
30,16,2.857653,11,17
41,5,3.156654,10,2
38,9,3.734590,9,19
35,19,3.004275,7,28
40,1,4.611731,15,9
38,10,3.729956,8,11
34,24,2.924170,9,19
42,-1,4.703547,18,0
27,20,3.064736,12,53
42,0,4.684373,17,1
31,17,3.292209,10,32
38,11,3.715360,7,11
41,6,3.145056,9,22
41,7,3.141577,9,1
40,2,4.265984,14,13
38,12,3.653384,7,4
37,17,2.709020,7,56
43,-1,5.115395,17,0
41,8,3.089179,9,5
40,3,4.250677,13,3
43,0,5.107997,16,1
42,1,4.631366,17,5
42,2,4.456005,16,1
38,13,3.639720,6,10
39,7,3.470465,17,21
40,4,4.243670,12,4
43,1,5.085758,15,5
42,3,4.414513,15,5
29,20,2.859419,14,54
35,20,3.004275,7,58
43,2,5.080596,16,5
41,9,3.072638,8,16
44,-1,4.682872,17,0
40,5,4.236562,11,8
43,3,4.917417,16,2
42,4,4.354955,14,4
43,4,4.902358,15,2
30,17,2.843398,10,44
42,5,4.048669,14,3
43,5,4.124815,16,1
42,6,3.945430,14,1
44,0,4.625809,17,5
43,6,4.090055,16,2
44,1,4.429401,17,1
43,7,3.944502,16,2
42,7,3.944146,14,3
31,18,3.241284,10,40
40,6,4.228583,10,10
42,8,3.823829,15,1
43,8,3.741721,16,3
40,7,3.986145,10,3
40,8,3.985598,9,2
38,14,3.211509,6,42
40,9,3.745343,9,2
31,19,3.230281,9,7
40,10,3.716359,9,2
40,11,3.705182,10,1
31,20,3.217445,8,5
40,12,3.674291,11,3
