Run,Step,BitsPerBase,GrammarSize,NeighborsEvaluated
4,4,4.111494,13,1
4,5,3.829209,13,1
4,6,3.677327,13,1
4,7,3.403050,12,4
4,8,3.379358,12,1
4,9,3.324398,11,11
4,10,3.314499,10,11
3,11,3.235145,15,62
2,12,3.264262,9,50
3,12,3.167373,14,4
4,11,3.276131,10,8
5,-1,4.595540,15,0
5,0,4.424872,15,2
5,1,4.221680,15,1
3,13,3.028488,14,5
5,2,4.196889,15,1
5,3,4.157392,14,2
3,14,3.025293,14,4
5,4,4.108657,14,2
5,5,4.106112,14,2
5,6,4.073303,13,2
3,15,3.024210,14,16
5,7,4.032112,12,10
5,8,3.968180,11,2
4,12,3.270318,11,40
3,16,2.947852,13,8
5,9,3.931121,10,6
5,10,3.894641,9,5
5,11,3.847500,8,3
3,17,2.944505,13,13
5,12,3.670893,9,8
3,18,2.919946,13,3
5,13,3.627360,8,12
3,19,2.856759,13,12
5,14,3.435824,8,6
5,15,3.395675,9,13
4,13,3.263545,12,57
3,20,2.829623,12,26
5,16,2.982548,10,22
5,17,2.893283,9,9
3,21,2.817350,11,21
5,18,2.881187,9,20
3,22,2.798611,10,6
3,23,2.790801,10,21
5,19,2.867671,8,33
4,14,3.263545,12,75
6,-1,4.103925,15,0
3,24,2.778072,9,29
7,-1,4.532727,15,0
7,0,4.414622,16,2
6,0,4.096174,15,7
7,1,3.784573,16,1
6,1,4.055304,15,5
7,2,3.648708,17,4
6,2,3.942466,15,1
7,3,3.633850,17,1
6,3,3.887576,14,7
7,4,3.621444,16,8
6,4,3.616509,14,11
6,5,3.562085,13,3
5,20,2.867671,8,73
8,-1,5.365296,13,0
8,0,4.181646,13,2
8,1,4.014185,13,2
6,6,3.499671,12,12
6,7,3.488176,12,4
8,2,3.594012,13,8
7,5,3.587304,16,20
6,8,3.467444,12,2
6,9,3.456919,13,10
8,3,3.547654,12,16
7,6,3.569881,16,12
8,4,3.456162,12,5
8,5,3.437141,12,1
7,7,3.560195,17,6
6,10,3.426984,13,19
6,11,3.387111,12,3
8,6,3.341593,11,20
8,7,3.338637,11,3
8,8,3.301667,11,6
7,8,3.534848,16,19
6,12,3.346786,11,26
7,9,3.522351,15,6
8,9,3.284749,10,14
7,10,3.517388,14,4
7,11,3.474619,14,4
6,13,3.319265,11,20
7,12,3.472011,15,3
8,10,3.243969,10,16
6,14,3.295304,10,9
7,13,3.455945,15,7
6,15,3.239272,10,12
6,16,3.194905,9,2
6,17,3.194776,9,1
8,11,3.234335,9,25
8,12,3.218887,8,32
7,14,3.433664,14,36
6,18,3.194776,9,65
7,15,3.419486,13,4
9,-1,3.860774,16,0
9,0,3.817273,15,3
7,16,3.339632,12,5
7,17,3.215806,12,1
9,1,3.788510,14,3
7,18,3.121574,11,3
9,2,3.779992,13,4
8,13,3.199746,7,43
7,19,3.090918,11,9
9,3,3.775504,12,7
8,14,3.180899,7,5
9,4,3.723164,12,3
7,20,3.059662,10,4
9,5,3.509281,12,10
7,21,3.041353,9,13
7,22,2.975544,10,12
9,6,3.460219,11,11
9,7,3.382587,11,4
8,15,3.180899,7,54
10,-1,4.923639,14,0
10,0,4.884576,13,5
10,1,4.488888,13,3
7,23,2.962968,9,25
10,2,3.452109,13,6
9,8,3.286905,11,21
10,3,3.313648,13,3
9,9,3.227308,11,4
10,4,3.266918,12,7
7,24,2.932905,9,22
10,5,3.262970,12,5
9,10,3.177727,10,14
10,6,3.212252,11,4
10,7,3.161265,10,5
10,8,3.100794,9,5
10,9,3.092721,9,3
10,10,3.055922,10,13
10,11,2.990854,9,19
10,12,2.964181,8,20
9,11,3.177727,10,75
10,13,2.961000,9,45
10,14,2.946537,8,23
10,15,2.937428,9,65
10,16,2.937428,9,75
1,-1,3.746838,10,0
3,-1,4.689080,14,0
2,-1,4.959075,13,0
1,0,3.698091,10,1
3,0,4.394371,15,1
1,1,3.654879,10,1
1,2,3.512730,10,1
2,0,4.923639,13,3
2,1,4.385946,13,2
1,3,3.440352,9,4
3,1,4.156118,15,5
2,2,4.294686,13,1
2,3,3.497199,13,3
3,2,4.138400,14,4
1,4,3.389017,9,8
1,5,3.384741,8,2
2,4,3.487802,12,4
2,5,3.483718,11,2
1,6,3.350271,8,6
2,6,3.448781,11,3
3,3,4.114903,13,9
2,7,3.440117,10,4
3,4,3.888531,13,7
3,5,3.882721,12,5
2,8,3.384008,9,15
1,7,3.246042,7,22
2,9,3.114828,9,9
3,6,3.805963,12,8
3,7,3.731277,12,1
3,8,3.684267,11,4
2,10,3.101244,8,7
3,9,3.569004,10,2
2,11,3.052588,8,2
2,12,3.034402,7,3
3,10,3.394778,10,6
2,13,2.958471,6,14
3,11,3.383556,9,17
3,12,3.185520,8,6
2,14,2.958424,6,43
3,13,3.152856,8,14
2,15,2.945098,7,6
1,8,3.227308,7,71
3,14,3.032597,7,3
2,16,2.923915,8,18
1,9,3.177727,7,18
2,17,2.912390,7,5
3,15,2.878081,8,25
2,18,2.898888,6,12
2,19,2.880749,6,40
3,16,2.864207,9,25
1,10,3.177727,7,65
4,-1,4.642604,16,0
4,0,4.361452,16,6
4,1,4.314225,17,1
4,2,4.275836,17,1
4,3,4.139608,17,1
2,20,2.880749,6,68
4,4,4.011504,17,1
5,-1,4.020555,16,0
5,0,4.019146,15,1
5,1,3.990629,16,2
5,2,3.936702,16,7
4,5,3.966909,17,12
5,3,3.933510,15,7
5,4,3.931567,14,6
4,6,3.939564,17,9
3,17,2.864207,9,73
6,-1,4.701332,13,0
5,5,3.930814,13,6
6,0,3.524940,14,1
5,6,3.752632,13,1
5,7,3.750244,12,4
5,8,3.587935,12,2
4,7,3.903601,16,7
4,8,3.856632,15,3
5,9,3.494544,12,7
6,1,3.476673,14,12
6,2,3.284773,14,2
4,9,3.788034,15,8
5,10,3.454608,11,11
6,3,3.248977,13,7
5,11,3.402539,11,4
6,4,3.182604,12,5
6,5,3.130883,12,2
4,10,3.541256,15,10
5,12,3.350271,10,15
5,13,3.246042,10,1
6,6,3.094759,12,12
4,11,3.493303,14,13
6,7,3.024825,11,10
6,8,2.903076,10,5
6,9,2.891477,9,14
4,12,3.445290,13,18
6,10,2.879982,8,5
4,13,3.409883,13,9
6,11,2.868097,7,23
4,14,3.340084,12,8
6,12,2.856151,6,7
5,14,3.246042,10,75
7,-1,5.043156,12,0
7,0,4.976365,11,1
4,15,3.325470,11,9
7,1,4.426674,12,1
7,2,4.332667,12,1
7,3,4.141821,12,4
7,4,4.131368,12,1
4,16,3.227947,11,16
6,13,2.856151,6,62
7,5,3.774489,13,16
8,-1,4.040375,17,0
8,0,3.969637,16,1
8,1,3.891880,15,1
7,6,3.726322,12,7
4,17,3.218950,10,21
8,2,3.864182,14,9
7,7,3.693281,12,9
4,18,3.195684,9,10
8,3,3.790325,14,4
7,8,3.643874,11,4
8,4,3.788008,15,3
4,19,3.183232,8,20
7,9,3.549430,12,13
8,5,3.755145,15,10
4,20,3.167991,7,32
8,6,3.691460,14,11
4,21,2.994574,7,9
4,22,2.984865,7,3
7,10,3.456170,11,26
4,23,2.974453,8,15
4,24,2.948391,8,2
9,-1,4.928536,15,0
9,0,4.464863,16,1
9,1,4.461119,16,2
8,7,3.631263,13,16
9,2,4.277318,16,1
9,3,4.246325,17,2
8,8,3.600479,13,4
8,9,3.569184,13,3
9,4,4.209315,16,5
9,5,4.206115,16,7
7,11,3.349810,12,34
7,12,3.335146,12,2
9,6,4.017783,16,7
9,7,3.926622,15,2
9,8,3.861538,15,8
8,10,3.558247,12,30
9,9,3.771901,15,4
7,13,3.328606,11,27
9,10,3.768785,15,13
9,11,3.700857,14,3
7,14,3.320145,11,19
9,12,3.691462,13,8
9,13,3.536573,13,2
8,11,3.538007,11,33
9,14,3.497043,13,6
8,12,3.489419,11,13
8,13,3.432458,11,13
9,15,3.431837,12,18
9,16,3.420118,12,6
7,15,3.307411,10,44
8,14,3.260529,12,16
9,17,3.416383,11,9
9,18,3.394713,11,5
9,19,3.293041,11,3
8,15,3.213411,12,11
8,16,3.211961,12,1
9,20,3.281148,11,4
8,17,3.209895,12,5
9,21,3.269501,10,6
9,22,3.218330,10,4
7,16,3.303641,9,51
8,18,3.204743,11,20
7,17,3.033087,9,2
9,23,3.166575,10,24
9,24,3.122716,9,14
10,-1,3.911156,15,0
8,19,3.195036,10,33
10,0,3.866597,14,10
10,1,3.852937,13,1
10,2,3.833384,13,2
8,20,3.107943,10,17
10,3,3.821106,12,7
10,4,3.808998,11,3
10,5,3.691629,10,5
10,6,3.687759,10,1
10,7,3.650618,9,1
7,18,3.033087,9,72
10,8,3.429292,9,8
10,9,3.392917,8,1
8,21,3.045233,9,31
10,10,3.383341,8,8
10,11,3.339454,9,1
10,12,3.328832,8,11
10,13,3.313751,7,15
8,22,3.037614,8,33
10,14,3.298351,7,24
10,15,2.931205,8,30
8,23,3.037614,8,67
10,16,2.930175,9,51
10,17,2.925466,9,32
10,18,2.903068,8,24
10,19,2.879040,8,9
10,20,2.814873,9,48
10,21,2.811220,10,58
10,22,2.811220,10,74
1,-1,5.005861,11,0
2,-1,4.715535,13,0
3,-1,4.416037,14,0
3,0,4.181688,15,1
2,0,4.161644,13,2
1,0,4.221736,12,3
3,1,3.944689,15,2
2,1,4.007230,13,2
3,2,3.924719,14,3
1,1,4.166855,12,8
1,2,4.095328,12,4
3,3,3.908216,13,8
2,2,3.982815,14,15
1,3,4.000205,11,6
2,3,3.930555,13,1
3,4,3.904311,13,6
3,5,3.882479,13,2
2,4,3.869494,12,6
2,5,3.811763,11,3
3,6,3.868251,12,8
2,6,3.617829,11,7
3,7,3.837587,11,3
1,4,3.934391,12,19
3,8,3.452275,11,7
1,5,3.839119,12,7
2,7,3.569214,10,14
1,6,3.835526,11,5
1,7,3.828497,12,1
3,9,3.389260,10,15
3,10,3.314423,9,4
1,8,3.759071,13,9
2,8,3.221544,10,18
1,9,3.742188,13,5
2,9,3.126414,10,4
1,10,3.732530,12,5
3,11,3.242168,9,16
1,11,3.700610,11,3
1,12,3.493625,10,5
2,10,3.027599,9,16
1,13,3.469057,11,13
1,14,3.466683,12,1
2,11,2.997564,9,11
1,15,3.433495,13,2
1,16,3.159227,13,3
2,12,2.946152,10,22
1,17,3.110560,13,17
1,18,3.104752,13,2
3,12,3.242168,9,73
4,-1,4.672886,17,0
1,19,3.094939,12,12
4,0,4.390250,17,1
4,1,4.375982,17,3
4,2,4.278798,16,3
2,13,2.851809,9,29
1,20,3.085243,11,13
4,3,4.259829,15,3
4,4,4.249961,14,5
4,5,4.122425,13,1
4,6,4.071045,14,13
1,21,3.075321,10,29
2,14,2.849192,9,31
1,22,3.029725,10,6
1,23,3.019593,9,5
2,15,2.812229,9,16
1,24,3.013703,9,10
5,-1,3.908163,16,0
5,0,3.877594,15,1
5,1,3.870802,14,1
5,2,3.802979,14,1
4,7,4.008615,15,16
2,16,2.778072,9,8
4,8,3.978646,14,2
4,9,3.925944,13,1
5,3,3.761824,13,7
5,4,3.752874,12,2
5,5,3.736009,11,7
5,6,3.731904,12,2
5,7,3.582542,12,2
5,8,3.509281,12,1
4,10,3.917225,12,23
5,9,3.477465,12,9
4,11,3.904330,11,14
2,17,2.770757,10,57
5,10,3.429826,12,31
4,12,3.889128,11,18
5,11,3.334671,12,9
4,13,3.813192,10,8
4,14,3.775704,9,8
5,12,3.286905,12,10
4,15,3.740298,8,16
5,13,3.064921,12,25
5,14,3.062221,13,2
2,18,2.770757,10,75
6,-1,4.383779,15,0
6,0,4.311097,15,1
5,15,3.051335,12,8
6,1,4.285462,14,9
6,2,4.070804,14,1
6,3,3.982483,13,3
4,16,3.740298,8,68
7,-1,4.310077,16,0
7,0,4.159831,16,1
6,4,3.940013,13,21
6,5,3.931652,12,4
6,6,3.915936,12,5
5,16,2.990434,11,42
6,7,3.863079,11,3
5,17,2.982768,12,3
6,8,3.794242,11,1
7,1,4.126696,15,12
7,2,4.115655,14,8
6,9,3.785506,10,16
6,10,3.764320,10,2
7,3,4.074466,13,6
6,11,3.727598,10,1
5,18,2.964767,11,20
7,4,4.015797,13,1
7,5,3.918944,12,7
7,6,3.592995,11,3
6,12,3.709445,11,17
5,19,2.952918,10,20
5,20,2.936427,10,3
7,7,3.570740,10,14
7,8,3.536239,10,1
7,9,3.336876,9,3
7,10,3.254407,8,3
7,11,3.170364,7,3
7,12,2.897398,6,16
5,21,2.922616,9,19
6,13,3.683670,10,25
5,22,2.813536,9,11
5,23,2.804036,8,10
7,13,2.897398,6,40
8,-1,4.328398,13,0
8,0,4.258550,12,1
6,14,3.671610,9,28
8,1,4.168673,11,8
8,2,4.057295,10,1
8,3,3.831450,10,2
8,4,3.793017,9,8
5,24,2.783660,8,45
9,-1,4.928536,15,0
9,0,4.922494,14,1
9,1,4.435420,15,1
9,2,4.236164,15,1
9,3,4.207019,15,1
8,5,3.731800,8,10
9,4,3.986368,15,2
9,5,3.949041,14,3
8,6,3.688508,7,11
6,15,3.632315,9,48
8,7,3.562270,6,6
9,6,3.767930,15,15
9,7,3.707506,14,1
9,8,3.701325,13,2
8,8,3.420501,7,30
6,16,3.228350,10,33
6,17,3.176488,9,2
6,18,3.175947,9,4
6,19,3.168189,8,2
6,20,3.064852,8,2
9,9,3.696136,14,15
9,10,3.684649,15,1
6,21,3.018730,7,13
6,22,2.999219,8,7
8,9,3.414568,8,44
9,11,3.679698,14,8
9,12,3.585107,14,2
6,23,2.992198,9,19
9,13,3.156914,13,3
8,10,3.365263,7,22
8,11,3.357859,7,4
9,14,3.102225,12,16
9,15,3.078017,13,11
6,24,2.992198,9,57
10,-1,4.875390,16,0
10,0,4.059859,16,1
10,1,3.753309,16,3
9,16,2.986755,12,11
8,12,3.357859,7,62
10,2,3.742039,16,4
10,3,3.682833,16,4
10,4,3.675683,17,5
9,17,2.921321,11,16
10,5,3.516078,17,7
10,6,3.464683,17,3
10,7,3.455647,16,6
10,8,3.444797,15,1
9,18,2.909463,10,26
10,9,3.436011,15,10
10,10,3.426878,14,6
9,19,2.883465,9,30
10,11,3.370360,14,10
10,12,3.310566,14,2
9,20,2.882564,9,4
10,13,3.272815,14,1
10,14,3.261959,13,6
9,21,2.881151,8,11
10,15,3.250422,12,8
10,16,3.234663,11,6
10,17,3.199115,11,1
10,18,3.181931,10,12
10,19,3.141618,10,9
10,20,3.127547,9,5
9,22,2.873593,9,60
10,21,3.068774,8,11
10,22,3.020868,8,6
10,23,3.002150,7,7
10,24,2.946504,7,12
9,23,2.871874,9,62
9,24,2.871874,9,75
2,-1,4.778006,14,0
3,-1,4.416037,15,0
1,-1,5.090867,15,0
1,0,4.499561,16,1
2,0,4.700090,15,2
1,1,4.468702,16,1
3,0,4.193466,16,3
2,1,3.995198,15,4
3,1,4.181688,15,6
2,2,3.973821,14,6
3,2,4.160157,14,5
2,3,3.910650,13,2
2,4,3.846981,12,1
1,2,4.456836,17,13
3,3,4.138481,13,6
2,5,3.673022,12,5
3,4,4.079222,13,1
1,3,4.405697,17,4
1,4,3.917288,17,1
2,6,3.628898,11,3
3,5,4.033241,12,4
3,6,3.641672,12,2
3,7,3.568026,11,2
3,8,3.436696,11,7
2,7,3.603685,11,12
2,8,3.387434,11,4
2,9,3.323848,10,1
2,10,3.251707,9,4
3,9,3.362455,10,12
1,5,3.912455,17,17
1,6,3.906206,17,1
2,11,3.171402,8,11
1,7,3.759441,17,3
2,12,3.152013,8,4
3,10,3.314423,9,21
2,13,3.079658,7,12
1,8,3.722271,16,11
3,11,3.242168,9,16
1,9,3.678319,16,3
1,10,3.627937,16,3
2,14,3.051110,8,21
2,15,2.955969,7,16
1,11,3.597415,16,14
1,12,3.579485,16,4
2,16,2.901034,7,37
3,12,3.242168,9,72
4,-1,4.672886,17,0
4,0,4.669680,18,1
2,17,2.882615,6,34
1,13,3.515280,15,24
4,1,4.665912,18,8
2,18,2.872678,7,26
4,2,4.640139,18,10
4,3,4.636793,17,5
4,4,4.634027,16,3
4,5,4.396044,16,7
1,14,3.450269,14,27
4,6,4.307304,17,2
2,19,2.872678,7,56
5,-1,4.072186,18,0
5,0,4.031322,19,1
4,7,4.283504,17,9
1,15,3.382166,13,16
4,8,4.172063,17,6
4,9,3.953168,17,1
5,1,3.928552,19,11
4,10,3.940247,17,8
4,11,3.871125,17,1
4,12,3.834401,16,3
5,2,3.846795,19,8
4,13,3.767569,16,4
5,3,3.845606,18,8
1,16,3.369501,12,34
4,14,3.679173,16,10
5,4,3.844298,17,7
1,17,3.365200,11,11
5,5,3.837290,16,8
1,18,3.352845,10,11
4,15,3.546121,17,10
5,6,3.768222,16,2
5,7,3.754779,15,6
4,16,3.529249,16,7
5,8,3.524940,15,3
4,17,3.521339,15,5
1,19,3.346609,9,24
4,18,3.490672,15,1
5,9,3.425070,15,8
4,19,3.412839,15,10
4,20,3.228801,15,1
4,21,3.193554,14,1
4,22,3.184385,13,1
1,20,3.286433,10,43
4,23,3.173816,12,11
5,10,3.415796,14,21
4,24,3.163369,11,2
5,11,3.388533,15,2
6,-1,4.589332,16,0
5,12,3.365964,14,1
6,0,4.397174,16,1
6,1,4.250150,17,1
6,2,4.219105,16,5
1,21,3.235985,9,21
6,3,4.213670,16,4
6,4,4.041700,16,3
6,5,4.040367,16,1
5,13,3.364335,14,16
6,6,4.013657,15,5
6,7,3.967443,14,4
5,14,3.281270,14,10
6,8,3.745235,14,6
6,9,3.705546,14,1
6,10,3.596216,14,1
5,15,3.272647,13,10
1,22,3.235985,9,53
7,-1,4.532727,15,0
6,11,3.562015,15,11
7,0,4.414622,16,1
6,12,3.548951,15,1
7,1,3.825851,16,3
5,16,3.263807,12,13
7,2,3.792492,16,2
6,13,3.541217,14,8
7,3,3.780163,16,4
5,17,3.261992,11,15
6,14,3.484452,13,8
7,4,3.779257,15,8
5,18,3.218459,11,8
7,5,3.734926,14,4
7,6,3.708308,14,1
5,19,3.216926,12,2
6,15,3.431146,12,9
7,7,3.673340,14,5
5,20,3.161834,12,17
5,21,3.104947,12,9
5,22,3.092220,11,5
6,16,3.369482,11,26
5,23,3.018490,11,5
7,8,3.601316,13,29
6,17,3.302593,10,18
7,9,3.578724,12,17
6,18,3.271701,10,5
5,24,3.005973,10,20
8,-1,4.548791,16,0
7,10,3.445897,12,6
8,0,4.211851,15,3
6,19,3.229015,10,11
8,1,3.978981,15,7
8,2,3.967868,15,4
8,3,3.932729,14,1
8,4,3.866835,13,2
8,5,3.830847,13,2
6,20,3.215985,9,23
7,11,3.367587,11,27
8,6,3.756902,12,8
8,7,3.703841,11,4
7,12,3.355003,10,26
8,8,3.507769,11,14
7,13,3.353539,9,17
8,9,3.480001,11,18
8,10,3.376837,11,6
7,14,3.346609,9,19
6,21,3.215985,9,72
8,11,3.302642,10,2
9,-1,4.924843,16,0
9,0,4.917292,15,1
9,1,4.649366,16,1
9,2,4.645306,17,3
8,12,3.285200,10,19
9,3,4.623179,18,11
9,4,4.592902,17,4
8,13,3.283595,9,13
8,14,3.282299,8,2
9,5,4.429637,17,3
7,15,3.286433,10,49
8,15,3.280572,7,8
9,6,4.397537,16,4
9,7,4.362839,15,1
8,16,3.242168,7,13
7,16,3.235985,9,18
9,8,4.129538,14,7
9,9,3.559629,13,4
9,10,3.533224,13,3
7,17,3.204615,9,31
8,17,3.242168,7,64
10,-1,4.228538,18,0
9,11,3.518710,12,17
10,0,4.190803,18,5
9,12,3.504073,11,6
10,1,4.169366,17,5
10,2,4.156292,17,2
10,3,4.140031,16,2
9,13,3.473996,11,11
10,4,4.112751,16,2
10,5,4.094955,15,5
7,18,3.204058,9,58
9,14,3.397954,11,9
10,6,4.058895,15,5
10,7,4.047470,14,1
10,8,4.036521,13,5
10,9,3.831341,13,1
10,10,3.750993,13,1
10,11,3.749046,12,3
9,15,3.209383,12,18
10,12,3.524940,12,8
9,16,3.168195,12,4
9,17,3.104606,11,8
7,19,3.204058,9,61
10,13,3.437704,12,19
10,14,3.386282,12,1
9,18,3.041221,10,13
10,15,3.334671,12,10
10,16,3.071310,12,2
10,17,2.997814,12,1
9,19,2.948169,9,13
10,18,2.961480,11,6
10,19,2.951348,10,1
9,20,2.930321,8,17
10,20,2.947826,11,13
10,21,2.937895,10,2
9,21,2.916322,7,10
10,22,2.927227,9,5
10,23,2.916337,8,1
10,24,2.904152,7,5
9,22,2.916322,7,71
2,-1,4.778006,14,0
1,-1,4.091378,15,0
3,-1,4.548511,15,0
1,0,3.868332,16,1
2,0,4.504772,14,2
3,0,4.474411,16,3
2,1,4.446937,13,3
3,1,4.471518,16,2
1,1,3.688675,16,5
2,2,4.400855,14,3
3,2,4.414967,15,4
3,3,4.403357,15,2
2,3,4.359032,13,6
2,4,4.302214,13,1
3,4,4.339190,14,4
1,2,3.645637,15,9
3,5,4.135281,14,1
2,5,4.177062,13,2
2,6,4.150608,13,1
3,6,4.071235,13,3
3,7,3.998303,12,2
2,7,4.107776,12,6
2,8,3.864917,12,2
3,8,3.612478,12,6
2,9,3.812365,11,3
3,9,3.532079,12,3
1,3,3.601676,14,12
2,10,3.750772,10,3
3,10,3.491077,12,8
2,11,3.682641,9,10
1,4,3.554996,13,14
3,11,3.445008,12,11
2,12,3.589345,8,13
2,13,3.336609,8,3
1,5,3.520165,13,7
3,12,2.962709,12,14
2,14,3.302642,8,15
1,6,3.455234,12,17
3,13,2.873573,11,11
3,14,2.846487,11,1
1,7,3.454031,12,4
3,15,2.811082,11,3
2,15,3.242168,7,17
1,8,3.393183,11,6
1,9,3.389764,11,16
3,16,2.796196,10,17
2,16,3.145553,7,34
1,10,3.382668,10,16
1,11,3.251678,10,8
1,12,3.185691,10,10
2,17,3.126988,8,29
1,13,3.183788,10,16
2,18,3.101399,8,23
1,14,3.158940,9,9
1,15,3.151112,10,5
1,16,3.094800,10,10
3,17,2.796196,10,65
4,-1,4.680106,18,0
1,17,3.021707,9,3
2,19,2.843623,9,29
4,0,4.675927,19,2
4,1,4.675043,19,2
