Run,Step,BitsPerBase,GrammarSize,NeighborsEvaluated
1,-1,3.754761,13,0
3,-1,4.252595,16,0
2,-1,4.497145,17,0
3,0,4.127284,16,1
1,0,3.726546,13,3
2,0,4.275742,17,3
3,1,4.086222,16,3
2,1,4.203965,16,1
2,2,4.007255,16,1
3,2,3.756405,16,2
2,3,3.930094,15,4
1,1,3.676596,13,9
3,3,3.707929,16,5
2,4,3.874764,15,2
1,2,3.461154,13,3
3,4,3.665655,16,5
3,5,3.589072,16,1
2,5,3.826403,14,6
2,6,3.792737,14,1
2,7,3.451625,14,5
1,3,3.389842,12,16
1,4,3.317911,11,2
1,5,3.268225,11,2
2,8,3.406830,14,10
2,9,3.233675,14,1
2,10,3.143482,13,1
1,6,3.260435,10,5
1,7,3.259601,10,16
3,6,3.567674,16,31
2,11,3.075512,12,15
3,7,3.560233,15,2
3,8,3.551568,14,1
3,9,3.548542,13,2
1,8,3.250535,9,11
2,12,3.004993,12,9
3,10,3.504413,13,13
2,13,2.990739,11,8
3,11,3.501492,12,1
3,12,3.498690,11,5
2,14,2.976289,10,12
3,13,3.458481,11,13
2,15,2.964829,9,12
3,14,3.311331,10,8
3,15,3.299248,9,2
3,16,3.244137,9,2
3,17,3.232054,8,2
1,9,3.250535,9,58
4,-1,6.024540,17,0
2,16,2.873016,8,13
3,18,3.216467,8,5
4,0,4.903513,18,2
3,19,3.153375,7,6
4,1,4.892281,18,5
3,20,3.090367,6,14
3,21,2.898888,6,11
3,22,2.880749,6,2
4,2,4.885645,18,5
4,3,4.292156,18,5
4,4,4.249291,18,2
4,5,4.094457,18,1
4,6,4.091079,17,8
4,7,3.833792,17,3
3,23,2.880749,6,69
5,-1,4.354855,16,0
5,0,3.844946,16,3
4,8,3.600794,16,6
5,1,3.662796,16,2
4,9,3.591198,15,4
2,17,2.873016,8,81
6,-1,4.084568,15,0
6,0,3.907355,14,1
5,2,3.629027,16,5
6,1,3.840382,13,1
5,3,3.619301,16,1
6,2,3.759662,12,1
5,4,3.574561,16,3
5,5,3.564750,16,2
5,6,3.534969,16,4
4,10,3.580731,14,13
4,11,3.441136,14,4
6,3,3.667879,11,17
5,7,3.499197,15,7
5,8,3.454531,14,4
6,4,3.639916,11,17
5,9,3.397005,13,10
6,5,3.603268,10,3
4,12,3.432184,13,19
6,6,3.506632,10,8
4,13,3.422903,12,11
6,7,3.364365,9,10
5,10,3.288353,13,28
4,14,3.413312,11,18
5,11,3.197698,12,13
4,15,3.333443,10,10
6,8,3.342933,8,34
4,16,3.297020,10,13
4,17,3.287413,9,5
5,12,3.155248,12,23
4,18,3.241147,8,13
6,9,3.342933,8,43
5,13,3.039795,12,16
7,-1,3.910845,14,0
4,19,3.209769,8,26
7,0,3.687117,14,5
5,14,3.020627,11,6
7,1,3.537383,14,6
7,2,3.474482,14,3
7,3,3.395099,13,2
4,20,3.209457,9,17
7,4,3.391139,14,7
7,5,3.385287,14,7
7,6,3.355465,14,1
7,7,3.289200,13,1
4,21,3.200732,9,26
5,15,3.002971,10,38
4,22,3.191784,8,3
