Run,Step,BitsPerBase,GrammarSize,NeighborsEvaluated
8,10,3.478171,13,2
9,10,3.712509,16,5
10,9,3.856041,8,7
1,7,3.259601,10,16
3,6,3.567674,16,31
8,11,3.376837,13,2
6,7,3.364365,9,10
4,8,3.600794,16,6
2,11,3.075512,12,15
3,7,3.560233,15,2
3,8,3.551568,14,1
11,11,3.645695,14,7
3,9,3.548542,13,2
4,9,3.591198,15,4
8,12,3.302642,12,8
1,8,3.250535,9,11
9,11,3.670979,16,9
10,10,3.777069,7,12
2,12,3.004993,12,9
7,9,3.273778,11,22
11,12,3.599645,13,7
11,13,3.554003,12,1
10,11,3.724807,6,10
8,13,3.242168,12,11
2,13,2.990739,11,8
3,10,3.504413,13,13
3,11,3.501492,12,1
5,10,3.288353,13,28
4,10,3.580731,14,13
7,10,3.271196,10,13
9,12,3.641190,16,15
3,12,3.498690,11,5
9,13,3.585742,16,1
9,14,3.583584,15,1
2,14,2.976289,10,12
4,11,3.441136,14,4
6,8,3.342933,8,34
9,15,3.581142,14,5
9,16,3.579411,13,1
9,17,3.527603,13,2
5,11,3.197698,12,13
3,13,3.458481,11,13
2,15,2.964829,9,12
9,18,3.519303,12,4
7,11,3.268071,9,19
7,12,3.227308,9,2
9,19,3.358492,11,2
9,20,3.345770,10,2
3,14,3.311331,10,8
9,21,3.320580,9,4
3,15,3.299248,9,2
9,22,3.269709,9,1
3,16,3.244137,9,2
2,16,2.873016,8,13
3,17,3.232054,8,2
7,13,3.177727,8,12
4,12,3.432184,13,19
11,14,3.506951,12,42
1,9,3.250535,9,58
12,-1,5.045227,16,0
3,18,3.216467,8,5
12,0,4.979013,17,1
12,1,4.395177,17,1
3,19,3.153375,7,6
5,12,3.155248,12,23
9,23,3.201030,8,15
9,24,3.200667,8,1
13,-1,4.006528,15,0
4,13,3.422903,12,11
7,14,3.068774,8,18
6,9,3.342933,8,43
14,-1,4.289597,15,0
12,2,4.390431,17,6
14,0,4.252450,14,1
3,20,3.090367,6,14
14,1,3.649581,15,1
11,15,3.286905,12,16
10,12,3.724807,6,71
15,-1,4.592773,14,0
7,15,3.002150,7,11
3,21,2.898888,6,11
7,16,3.001532,7,3
15,0,4.362412,13,2
3,22,2.880749,6,2
14,2,3.602056,14,6
15,1,4.343936,13,2
12,3,4.384933,17,7
5,13,3.039795,12,16
7,17,2.925996,6,9
4,14,3.413312,11,18
13,0,3.874710,15,15
14,3,3.555223,13,7
13,1,3.676185,15,2
5,14,3.020627,11,6
12,4,3.917652,18,6
15,2,3.931920,14,8
15,3,3.902083,15,1
13,2,3.650555,15,3
12,5,3.662168,18,3
14,4,3.506951,12,8
4,15,3.333443,10,10
15,4,3.900307,15,5
14,5,3.227308,12,6
8,14,3.242168,12,78
16,-1,4.156563,16,0
15,5,3.867209,15,3
13,3,3.614056,15,8
4,16,3.297020,10,13
16,0,3.917315,15,7
4,17,3.287413,9,5
16,1,3.868112,15,1
14,6,3.177727,11,13
12,6,3.657384,18,14
7,18,2.925996,6,57
17,-1,4.836145,18,0
16,2,3.814531,14,5
3,23,2.880749,6,69
18,-1,5.829898,16,0
16,3,3.779566,14,1
13,4,3.518534,15,14
4,18,3.241147,8,13
16,4,3.775403,13,3
2,17,2.873016,8,81
18,0,5.549159,16,3
15,6,3.825723,14,16
19,-1,3.952883,16,0
18,1,5.487019,16,1
13,5,3.476673,15,3
5,15,3.002971,10,38
17,0,4.667557,18,7
19,0,3.704671,16,4
16,5,3.734564,13,6
18,2,5.235664,15,6
15,7,3.788521,13,10
17,1,4.452612,17,5
15,8,3.671102,13,1
16,6,3.684995,13,6
18,3,4.170986,15,4
17,2,4.444775,17,2
12,7,3.606071,17,15
11,16,3.177727,11,61
4,19,3.209769,8,26
18,4,3.775407,14,4
12,8,3.550516,16,3
5,16,2.938184,9,22
19,1,3.693121,15,17
17,3,3.934497,18,9
18,5,3.547300,14,8
4,20,3.209457,9,17
17,4,3.784196,17,3
17,5,3.731408,16,1
12,9,3.488701,15,11
17,6,3.715284,16,1
18,6,3.537378,14,4
19,2,3.675853,15,8
12,10,3.471913,15,4
13,6,3.437704,14,33
15,9,3.645329,13,27
17,7,3.648495,16,6
19,3,3.512564,15,5
19,4,3.501995,14,3
18,7,3.449131,14,10
16,7,3.555223,13,34
15,10,3.436510,12,6
5,17,2.922258,8,31
14,7,3.177727,11,80
18,8,3.407726,13,6
4,21,3.200732,9,26
16,8,3.536524,13,5
20,-1,4.120929,18,0
4,22,3.191784,8,3
18,9,3.363248,13,5
20,0,4.113011,18,4
17,8,3.604604,15,14
12,11,3.452584,15,19
12,12,3.442740,15,1
5,18,2.861576,8,17
12,13,3.289889,14,1
15,11,3.390321,11,20
20,1,4.047250,18,6
16,9,3.227308,12,13
19,5,3.490236,13,19
16,10,3.177727,11,1
15,12,3.359964,10,8
20,2,3.842463,18,5
12,14,3.242688,14,10
18,10,3.362579,13,19
18,11,3.329113,13,3
11,17,3.177727,11,74
21,-1,3.975695,19,0
4,23,3.191784,8,42
22,-1,4.169022,13,0
20,3,3.743371,17,11
22,0,3.895073,13,2
18,12,3.250522,13,9
15,13,3.334105,9,20
17,9,3.526308,14,27
12,15,3.180913,13,13
13,7,3.386282,13,53
20,4,3.726049,17,5
18,13,3.217973,13,4
19,6,3.432156,13,24
22,1,3.893874,13,6
19,7,3.393452,13,2
20,5,3.683747,16,3
21,0,3.880758,18,9
18,14,3.205727,12,4
17,10,3.484250,14,9
21,1,3.839867,17,3
22,2,3.831361,12,7
22,3,3.752067,11,1
21,2,3.786441,16,1
15,14,3.309747,8,18
12,16,3.113792,12,13
19,8,3.382886,12,10
12,17,3.063683,12,3
19,9,3.322993,12,2
20,6,3.531845,15,11
21,3,3.776504,17,8
17,11,3.472417,13,14
13,8,3.334671,12,23
22,4,3.659615,10,15
5,19,2.861576,8,75
20,7,3.475312,15,9
23,-1,4.755312,17,0
17,12,3.451861,14,9
18,15,3.186392,11,25
23,0,4.749163,16,2
22,5,3.564329,10,10
20,8,3.472177,14,3
15,15,3.285023,7,29
23,1,4.739882,15,1
20,9,3.459238,14,1
23,2,4.632365,16,1
12,18,2.934067,11,17
22,6,3.522449,10,5
19,10,3.287412,12,20
21,4,3.721546,16,12
15,16,3.259579,7,8
23,3,4.615396,16,5
17,13,3.450653,15,9
23,4,4.067126,17,4
20,10,3.451366,13,10
23,5,4.050126,17,2
16,11,3.177727,11,72
22,7,3.474640,9,13
15,17,3.254992,8,16
20,11,3.442631,12,3
24,-1,4.936402,17,0
18,16,3.171915,10,21
20,12,3.433578,11,2
24,0,4.848121,17,3
19,11,3.277341,12,18
12,19,2.914438,10,22
24,1,4.836418,17,5
22,8,3.428108,8,14
23,6,3.994225,16,13
24,2,4.748068,17,2
20,13,3.419885,10,13
15,18,3.211966,8,20
24,3,4.440349,17,2
13,9,3.286905,12,50
18,17,3.165005,10,18
24,4,4.421600,18,1
23,7,3.934208,16,5
23,8,3.904825,16,2
23,9,3.853760,16,1
17,14,3.444826,14,28
15,19,3.162304,7,10
18,18,3.145524,9,7
21,5,3.706273,15,28
23,10,3.327210,15,5
12,20,2.893751,9,21
22,9,3.418575,8,22
20,14,3.248261,10,19
24,5,4.411099,19,8
24,6,4.318090,18,2
22,10,3.406468,8,8
23,11,3.091167,15,6
24,7,4.176039,18,2
18,19,3.036692,9,17
21,6,3.697661,14,12
17,15,3.441886,13,16
23,12,3.055938,15,10
20,15,3.196540,9,23
22,11,3.399504,8,20
21,7,3.693356,13,11
13,10,3.177727,11,40
23,13,2.995393,15,3
12,21,2.878081,8,27
24,8,4.175481,18,13
17,16,3.380637,13,12
24,9,4.058443,18,2
15,20,3.160395,8,47
15,21,3.143151,8,3
24,10,4.011370,18,2
24,11,3.994758,17,1
24,12,3.892658,17,1
24,13,3.890273,16,2
18,20,3.017824,8,40
20,16,3.170178,9,21
24,14,3.887470,15,1
19,12,3.242168,11,51
24,15,3.850791,15,1
15,22,3.134641,7,11
20,17,3.135286,8,3
22,12,3.346630,7,24
21,8,3.519044,13,17
24,16,3.849164,14,3
23,14,2.955405,15,15
24,17,3.604255,14,1
24,18,3.583189,13,1
24,19,3.520963,13,1
20,18,3.099595,8,11
21,9,3.406950,12,8
18,21,3.004275,7,19
20,19,3.063576,7,8
17,17,3.370053,12,26
12,22,2.876669,9,39
24,20,3.517076,12,16
15,23,2.997085,8,41
22,13,3.311663,8,42
24,21,3.512767,11,10
24,22,3.507808,10,3
12,23,2.861576,8,25
24,23,3.288639,10,3
21,10,3.381043,12,27
24,24,3.276235,9,1
25,-1,4.994274,18,0
20,20,2.915229,7,45
13,11,3.101404,11,72
18,22,3.004275,7,55
25,0,4.770096,18,2
26,-1,4.798752,17,0
25,1,4.650056,18,2
17,18,3.330386,13,31
26,0,4.788698,17,5
25,2,4.630616,18,3
25,3,4.582719,18,1
17,19,3.304680,13,2
13,12,3.095836,10,14
25,4,4.566886,17,1
26,1,4.720257,16,5
17,20,3.227127,12,5
25,5,4.560726,16,3
23,15,2.930553,14,43
13,13,3.095480,9,9
25,6,4.559216,15,2
25,7,4.551746,16,1
17,21,3.133650,11,4
26,2,4.546336,15,5
25,8,4.546349,15,2
25,9,3.994897,15,1
26,3,3.668131,14,3
25,10,3.984094,15,1
26,4,3.622898,14,1
25,11,3.882265,14,1
19,13,3.242168,11,71
15,24,2.997085,8,53
27,-1,4.910620,17,0
26,5,3.398916,14,3
28,-1,4.469408,17,0
20,21,2.915229,7,46
27,0,4.739659,16,1
28,0,4.453555,17,1
29,-1,4.476152,20,0
22,14,3.296690,8,52
27,1,4.362684,17,1
26,6,3.368408,13,2
28,1,4.432421,17,1
28,2,4.381324,17,1
28,3,4.014968,18,1
29,0,4.335417,20,3
26,7,3.358597,12,5
25,12,3.873320,14,10
27,2,4.356465,17,5
25,13,3.707929,14,2
26,8,3.348458,11,5
28,4,3.978238,17,5
25,14,3.687010,14,3
23,16,2.904135,13,23
25,15,3.680651,13,1
29,1,4.321977,20,6
28,5,3.940444,16,3
27,3,4.310588,17,5
25,16,3.412704,13,2
29,2,4.313013,20,2
17,22,3.124046,10,28
28,6,3.835083,16,3
25,17,3.401597,12,3
26,9,3.337458,10,15
25,18,3.357043,12,3
28,7,3.811290,16,5
23,17,2.892019,12,10
29,3,4.120047,20,6
26,10,3.144092,10,8
25,19,3.346261,11,4
26,11,3.089263,10,3
12,24,2.861576,8,80
29,4,3.817347,20,2
27,4,3.786484,18,10
30,-1,4.492596,18,0
13,14,3.095480,9,59
26,12,3.039675,10,5
28,8,3.640627,16,6
31,-1,4.262877,17,0
17,23,3.114149,9,20
30,0,4.450482,17,3
29,5,3.777234,20,4
22,15,3.291990,8,49
25,20,3.185582,11,10
28,9,3.590895,16,4
31,0,4.226182,17,3
22,16,3.283541,8,6
26,13,2.997724,9,12
27,5,3.745602,18,8
28,10,3.552504,15,3
30,1,4.433445,18,7
27,6,3.721890,18,1
22,17,3.274064,8,3
25,21,3.173656,10,5
25,22,3.134261,10,1
21,11,3.381043,12,71
28,11,3.522784,15,3
32,-1,4.818766,16,0
32,0,4.704028,16,1
25,23,3.121231,9,3
31,1,4.121125,18,6
30,2,4.075104,18,4
26,14,2.985968,8,10
25,24,3.119711,10,2
29,6,3.764945,20,8
32,1,4.163210,17,2
33,-1,4.781647,17,0
31,2,4.087052,17,2
27,7,3.711008,18,5
31,3,3.833706,16,1
26,15,2.905337,8,5
33,0,4.317642,17,2
27,8,3.692379,18,2
33,1,4.289432,16,1
28,12,3.503225,15,7
23,18,2.871581,11,27
27,9,3.667254,17,2
33,2,4.226304,17,2
30,3,4.006702,17,8
32,2,4.161293,18,6
28,13,3.488157,15,3
26,16,2.892468,7,12
29,7,3.534702,20,7
33,3,4.041637,17,4
28,14,3.447347,15,2
29,8,3.457438,20,1
33,4,4.012879,16,1
26,17,2.879897,6,7
33,5,4.005651,17,1
33,6,3.938099,17,1
31,4,3.765719,15,11
33,7,3.884503,17,1
32,3,4.009438,18,7
31,5,3.748141,15,1
31,6,3.700603,14,1
33,8,3.793624,18,2
28,15,3.400800,14,7
33,9,3.759994,17,1
28,16,3.329685,13,1
29,9,3.435794,20,6
28,17,3.207057,13,2
17,24,3.114149,9,54
34,-1,4.096026,17,0
23,19,2.858537,10,21
34,0,4.094858,16,2
22,18,3.270026,9,44
30,4,3.976260,17,18
34,1,4.092747,15,2
27,10,3.628466,16,18
31,7,3.687485,15,10
29,10,3.383993,20,7
34,2,4.075929,15,3
27,11,3.607394,16,2
28,18,3.195252,12,12
29,11,3.326997,19,3
30,5,3.716012,16,6
32,4,3.957149,17,13
33,10,3.750934,16,11
29,12,3.251620,18,1
34,3,4.073192,16,4
33,11,3.711365,16,2
27,12,3.569839,15,6
34,4,4.071999,15,4
34,5,4.061065,15,2
28,19,3.182329,11,9
28,20,3.163340,11,1
26,18,2.879897,6,61
35,-1,4.185714,13,0
32,5,3.650372,17,9
30,6,3.468930,15,11
27,13,3.504834,15,7
31,8,3.613003,15,15
35,0,4.174455,13,3
33,12,3.538713,16,10
34,6,4.041532,15,8
28,21,3.081924,11,10
34,7,4.040997,16,1
32,6,3.641649,17,5
35,1,4.138598,14,4
29,13,3.242040,17,12
23,20,2.839677,9,30
34,8,3.843925,16,2
33,13,3.528146,15,6
32,7,3.567207,16,5
35,2,4.125450,14,9
35,3,4.119329,14,1
34,9,3.692572,16,8
29,14,3.185901,17,8
30,7,3.142228,15,16
32,8,3.501840,15,4
34,10,3.676964,15,3
35,4,4.101464,14,4
33,14,3.521047,15,9
28,22,3.010649,10,19
31,9,3.571651,15,19
34,11,3.674960,15,4
31,10,3.491969,15,2
32,9,3.397778,14,8
33,15,3.521047,15,4
28,23,2.954361,11,11
32,10,3.397480,13,7
22,19,3.270026,9,66
36,-1,4.520048,16,0
32,11,3.378818,13,2
34,12,3.624569,14,11
23,21,2.839447,10,37
29,15,3.036925,18,17
28,24,2.944774,10,8
35,5,3.969210,15,16
37,-1,4.559360,13,0
36,0,4.504114,15,4
37,0,4.540946,14,1
36,1,4.476624,15,3
36,2,4.442102,15,1
33,16,3.510049,14,13
35,6,3.818665,15,5
37,1,4.360185,13,4
32,12,3.368575,12,10
36,3,4.136370,15,2
35,7,3.789264,15,1
37,2,4.320018,13,1
27,14,3.435891,14,39
27,15,3.416027,14,2
37,3,3.760896,13,5
34,13,3.362124,14,14
35,8,3.687111,14,8
35,9,3.581411,14,1
30,8,3.122137,16,33
32,13,3.103867,12,12
35,10,3.475393,13,2
36,4,4.124602,15,11
34,14,3.353360,14,4
31,11,3.449154,14,26
36,5,4.113717,14,1
31,12,3.436533,14,2
32,14,3.069211,12,5
36,6,4.102175,13,3
29,16,2.976453,18,19
36,7,4.100240,13,3
35,11,3.374043,12,8
36,8,3.918757,14,1
36,9,3.699633,14,1
32,15,2.934173,12,6
30,9,3.092342,15,10
33,17,3.497980,13,20
37,4,3.726741,13,17
36,10,3.418332,14,4
36,11,3.411493,13,2
35,12,3.365379,13,10
36,12,3.390950,14,3
34,15,3.300566,13,16
32,16,2.925773,11,12
33,18,3.490236,13,11
31,13,3.386276,14,17
27,16,3.315829,14,27
27,17,3.084780,14,1
33,19,3.447017,13,2
37,5,3.685994,12,11
37,6,3.645053,12,2
37,7,3.500034,12,1
30,10,3.001604,15,15
35,13,3.269647,12,9
33,20,3.435268,12,7
34,16,3.249866,14,12
29,17,2.903325,17,20
32,17,2.917256,10,16
23,22,2.810518,11,62
34,17,3.177056,13,4
34,18,3.139870,13,3
30,11,2.970158,14,12
32,18,2.908200,9,8
32,19,2.899142,8,6
37,8,3.454247,11,21
37,9,3.431432,11,2
34,19,3.099118,13,9
33,21,3.382886,12,21
37,10,3.396395,11,4
33,22,3.370707,11,2
31,14,3.312348,13,28
35,14,3.233539,11,27
30,12,2.947443,13,16
36,13,3.356637,13,36
33,23,3.269408,11,8
29,18,2.877934,16,20
36,14,3.346486,12,2
27,18,3.075878,13,33
32,20,2.878992,7,29
36,15,3.335499,11,2
36,16,3.323856,10,1
37,11,3.359737,10,14
36,17,3.282583,10,2
34,20,3.034010,12,14
35,15,3.183078,10,16
37,12,3.265260,10,7
30,13,2.937945,12,14
36,18,3.271147,9,14
33,24,3.228483,11,24
34,21,2.966741,11,14
38,-1,4.640922,16,0
29,19,2.868473,15,16
35,16,3.144037,9,20
36,19,3.212250,9,7
38,0,4.483547,17,1
27,19,3.065351,12,21
36,20,3.200724,8,2
31,15,3.303965,12,32
38,1,4.393785,16,3
34,22,2.957012,11,8
32,21,2.878992,7,51
36,21,3.137713,7,8
38,2,4.196417,15,2
39,-1,3.876525,18,0
38,3,4.141698,14,1
38,4,4.066525,13,1
30,14,2.888911,11,24
39,0,3.690283,18,2
38,5,3.815544,13,1
35,17,3.096775,8,16
39,1,3.614056,18,1
37,13,3.217360,9,36
36,22,3.125876,8,13
38,6,3.803046,12,4
37,14,3.183232,8,6
39,2,3.563209,18,5
38,7,3.754683,11,5
36,23,3.086576,8,9
30,15,2.864992,11,12
36,24,3.075258,7,3
39,3,3.549165,17,2
37,15,2.814433,8,10
40,-1,4.657028,16,0
39,4,3.534977,17,2
38,8,3.745140,10,7
37,16,2.709020,7,6
35,18,3.048485,7,26
40,0,4.635680,15,5
23,23,2.810518,11,76
34,23,2.941451,10,26
41,-1,4.415326,14,0
39,5,3.496670,18,4
41,0,4.395531,13,1
39,6,3.488151,17,2
41,1,3.898168,13,3
41,2,3.852991,12,2
30,16,2.857653,11,17
41,3,3.530958,11,1
41,4,3.466778,11,1
31,16,3.293323,11,41
40,1,4.611731,15,9
41,5,3.156654,10,2
38,9,3.734590,9,19
35,19,3.004275,7,28
34,24,2.924170,9,19
42,-1,4.703547,18,0
38,10,3.729956,8,11
42,0,4.684373,17,1
27,20,3.064736,12,53
40,2,4.265984,14,13
37,17,2.709020,7,56
43,-1,5.115395,17,0
42,1,4.631366,17,5
38,11,3.715360,7,11
43,0,5.107997,16,1
40,3,4.250677,13,3
42,2,4.456005,16,1
41,6,3.145056,9,22
41,7,3.141577,9,1
38,12,3.653384,7,4
40,4,4.243670,12,4
41,8,3.089179,9,5
31,17,3.292209,10,32
43,1,5.085758,15,5
39,7,3.470465,17,21
42,3,4.414513,15,5
38,13,3.639720,6,10
43,2,5.080596,16,5
29,20,2.859419,14,54
42,4,4.354955,14,4
40,5,4.236562,11,8
43,3,4.917417,16,2
35,20,3.004275,7,58
43,4,4.902358,15,2
42,5,4.048669,14,3
44,-1,4.682872,17,0
41,9,3.072638,8,16
43,5,4.124815,16,1
42,6,3.945430,14,1
43,6,4.090055,16,2
30,17,2.843398,10,44
42,7,3.944146,14,3
43,7,3.944502,16,2
44,0,4.625809,17,5
42,8,3.823829,15,1
40,6,4.228583,10,10
44,1,4.429401,17,1
40,7,3.986145,10,3
43,8,3.741721,16,3
40,8,3.985598,9,2
40,9,3.745343,9,2
40,10,3.716359,9,2
40,11,3.705182,10,1
38,14,3.211509,6,42
42,9,3.529203,15,8
40,12,3.674291,11,3
31,18,3.241284,10,40
27,21,3.055815,11,44
40,13,3.578792,11,3
40,14,3.543534,11,1
31,19,3.230281,9,7
31,20,3.217445,8,5
38,15,3.142220,6,22
42,10,3.462050,14,11
43,9,3.491496,16,16
31,21,3.156297,8,6
44,2,3.818302,18,16
40,15,3.533176,10,13
29,21,2.850693,13,31
27,22,3.053625,10,18
38,16,3.000085,7,17
31,22,3.143195,8,15
40,16,3.269007,10,9
44,3,3.781694,18,7
30,18,2.834732,9,42
38,17,2.812412,7,15
31,23,3.096150,7,13
41,10,3.072638,8,67
42,11,3.388456,13,16
40,17,3.261974,11,12
45,-1,4.985678,18,0
45,0,4.880064,18,1
40,18,3.247652,11,4
44,4,3.728981,18,8
31,24,3.030433,6,12
46,-1,5.026612,18,0
40,19,3.188229,10,5
45,1,4.820578,18,6
43,10,3.437462,16,22
42,12,3.379286,13,12
45,2,4.212553,18,3
46,0,4.973019,18,7
39,8,3.468096,17,49
44,5,3.721943,18,10
46,1,4.730056,17,2
46,2,4.688645,17,1
45,3,4.132344,18,5
40,20,3.184612,11,16
43,11,3.369431,16,7
45,4,4.112988,18,1
46,3,4.688645,17,3
46,4,3.974135,17,1
46,5,3.964402,16,1
42,13,3.285273,12,16
45,5,4.051230,17,9
42,14,3.017294,12,3
45,6,4.020158,17,1
40,21,3.126753,10,15
42,15,2.982049,12,1
39,9,3.401953,17,12
27,23,3.043548,10,62
38,18,2.812412,7,67
45,7,3.974881,16,3
47,-1,3.757179,17,0
45,8,3.822565,16,1
47,0,3.708887,17,1
47,1,3.468956,17,2
46,6,3.856784,16,14
29,22,2.842660,12,51
43,12,3.292362,15,17
46,7,3.534050,16,2
40,22,3.059112,9,12
39,10,3.392898,16,7
39,11,3.382015,15,1
46,8,3.523602,15,3
42,16,2.981150,12,14
30,19,2.820083,9,62
47,2,3.430744,17,7
45,9,3.757366,15,14
40,23,3.043560,8,17
39,12,3.371762,14,8
45,10,3.543368,15,3
39,13,3.359695,13,1
42,17,2.972201,11,12
39,14,3.347294,12,3
30,20,2.807028,8,20
45,11,3.480596,14,6
42,18,2.904456,11,7
39,15,3.277190,12,5
30,21,2.791491,8,4
42,19,2.900552,10,2
45,12,3.404177,13,3
46,9,3.502221,15,17
43,13,3.236044,15,21
47,3,3.388744,17,15
45,13,3.387137,12,3
47,4,3.334095,17,1
27,24,3.036809,11,50
39,16,3.238245,12,9
48,-1,4.717474,15,0
48,0,4.242574,16,1
43,14,2.997080,15,6
42,20,2.896451,9,13
39,17,3.226493,11,4
48,1,3.953546,15,5
39,18,3.213761,10,4
46,10,3.491772,14,13
47,5,3.321911,16,9
45,14,3.383253,11,14
48,2,3.887389,14,2
44,6,3.568578,18,48
48,3,3.853354,14,2
48,4,3.792414,14,2
47,6,3.255349,16,4
46,11,3.480453,13,8
39,19,3.169281,10,11
48,5,3.789106,14,4
45,15,3.356752,11,10
43,15,2.924123,14,14
39,20,3.156776,9,4
48,6,3.630578,14,4
39,21,3.057052,9,2
42,21,2.876669,9,26
45,16,3.282770,10,5
47,7,3.223767,16,7
45,17,3.226069,10,3
45,18,3.222089,9,1
39,22,3.044871,8,7
48,7,3.619694,13,7
46,12,3.416825,13,11
46,13,3.374898,12,1
48,8,3.609022,12,2
45,19,3.218412,8,4
40,24,3.043560,8,74
39,23,3.044762,8,5
30,22,2.777506,9,57
49,-1,5.520523,19,0
49,0,5.192676,19,1
39,24,3.016077,8,4
45,20,3.213990,7,5
45,21,3.208929,6,1
43,16,2.910704,13,11
50,-1,4.403925,19,0
49,1,5.171421,18,2
47,8,3.211694,15,11
50,0,4.369287,18,5
42,22,2.861576,8,24
49,2,4.790268,18,5
49,3,4.082660,18,1
49,4,4.061417,18,2
29,23,2.842660,12,73
47,9,2.991825,14,7
48,9,3.596829,11,19
49,5,4.006892,18,1
51,-1,5.325913,17,0
51,0,5.033222,17,1
51,1,4.957530,16,1
48,10,3.428591,11,5
46,14,3.352231,12,22
50,1,4.131331,18,7
49,6,4.003302,18,4
51,2,4.948088,15,3
48,11,3.377090,11,4
50,2,4.097466,18,2
51,3,4.763976,15,1
51,4,4.346309,16,1
50,3,4.003235,18,1
48,12,3.349548,12,3
45,22,3.208929,6,40
52,-1,4.568200,17,0
50,4,3.942317,17,2
46,15,3.341455,11,9
48,13,3.218425,12,4
52,0,4.565284,16,2
50,5,3.833353,16,2
49,7,3.964977,17,7
51,5,4.110325,15,8
44,7,3.517227,17,35
30,23,2.770696,10,44
51,6,3.883319,15,2
43,17,2.866672,13,30
51,7,3.543678,14,4
49,8,3.933170,16,7
48,14,3.196274,12,12
46,16,3.310008,10,14
49,9,3.924719,16,1
48,15,3.134615,12,1
50,6,3.799219,15,10
52,1,4.552867,15,12
48,16,3.100110,12,9
48,17,3.044569,12,1
49,10,3.884498,15,9
52,2,4.536490,14,9
46,17,3.276458,9,17
49,11,3.857596,15,3
51,8,3.521816,13,16
48,18,2.981334,11,7
50,7,3.621574,15,14
52,3,4.503340,14,7
52,4,4.132109,15,2
46,18,3.249591,9,14
49,12,3.736928,15,8
44,8,3.507317,17,22
51,9,3.442500,12,10
52,5,4.126594,15,4
46,19,3.238707,8,9
48,19,2.972273,10,14
44,9,3.506878,16,5
52,6,3.844488,14,6
52,7,3.790889,14,1
42,23,2.861576,8,85
50,8,3.583132,14,13
53,-1,5.145421,17,0
46,20,3.195680,7,11
52,8,3.770560,14,2
53,0,5.133731,16,1
53,1,4.106013,16,1
49,13,3.691893,14,12
44,10,3.506772,15,5
49,14,3.638714,13,3
48,20,2.907040,10,16
49,15,3.632139,14,3
52,9,3.685494,13,8
53,2,4.099282,16,7
48,21,2.898412,9,6
44,11,3.503778,14,8
49,16,3.596010,13,5
51,10,3.429225,11,29
53,3,4.004772,16,4
53,4,3.949832,16,1
44,12,3.452275,14,3
53,5,3.911095,17,1
50,9,3.541509,13,16
