Run,Step,BitsPerBase,GrammarSize,NeighborsEvaluated
2,44,2.832853,8,61
2,45,2.832853,8,57
5,25,2.867570,14,58
4,30,2.783660,12,83
2,46,2.832853,9,54
5,26,2.865418,15,41
4,31,2.783660,12,85
2,47,2.832853,8,59
2,48,2.832853,7,56
5,27,2.865418,15,81
2,49,2.832853,8,48
6,-1,4.678490,20,0
4,32,2.783660,12,79
6,0,4.677733,20,6
6,1,4.567474,19,5
6,2,3.768585,18,4
6,3,3.741679,18,4
6,4,3.741130,17,8
4,33,2.750350,12,49
6,5,3.558871,17,7
6,6,3.520783,17,4
6,7,3.520023,16,12
6,8,3.465889,16,3
5,28,2.865418,14,79
6,9,3.453576,16,4
6,10,3.256951,16,9
6,11,3.167059,16,3
6,12,3.079498,15,4
4,34,2.750350,13,75
6,13,3.045996,15,9
6,14,3.032620,14,10
6,15,3.029707,13,17
6,16,2.997719,13,4
6,17,2.994267,12,4
5,29,2.865418,13,74
6,18,2.991028,11,8
6,19,2.983090,11,16
6,20,2.979522,10,9
4,35,2.750350,12,86
6,21,2.975644,9,11
6,22,2.971655,8,5
6,23,2.856151,8,17
5,30,2.865418,13,70
4,36,2.750350,11,71
6,24,2.856151,7,73
6,25,2.856151,8,67
4,37,2.750350,11,70
6,26,2.805902,8,25
5,31,2.865418,12,79
6,27,2.805902,7,74
4,38,2.750350,11,78
6,28,2.805902,6,72
5,32,2.865418,12,74
4,39,2.750350,10,80
5,33,2.829727,13,18
6,29,2.805902,7,62
5,34,2.827140,12,6
6,30,2.805902,8,67
5,35,2.803010,11,36
4,40,2.750350,11,79
6,31,2.805902,7,76
4,41,2.750350,10,76
5,36,2.780597,12,53
6,32,2.805902,6,70
4,42,2.750350,11,71
6,33,2.805902,7,63
5,37,2.780597,12,66
5,38,2.779622,11,12
6,34,2.805902,6,74
4,43,2.750350,11,77
6,35,2.805902,7,78
5,39,2.780597,12,77
4,44,2.750350,10,71
5,40,2.779622,11,10
6,36,2.805902,8,68
4,45,2.750350,11,75
6,37,2.805902,7,75
5,41,2.780597,12,73
5,42,2.779622,11,10
6,38,2.805902,8,70
4,46,2.750350,10,86
6,39,2.805902,7,66
5,43,2.780597,12,74
5,44,2.779622,11,6
4,47,2.750350,11,75
6,40,2.805902,6,68
6,41,2.805902,7,66
5,45,2.780597,12,67
4,48,2.750350,10,79
5,46,2.779622,11,5
6,42,2.805902,6,68
4,49,2.750350,11,76
7,-1,4.377403,20,0
7,0,4.372526,20,3
6,43,2.805902,7,62
7,1,4.337308,19,5
5,47,2.780597,12,78
5,48,2.779622,11,3
7,2,4.330047,19,6
7,3,4.307910,19,2
7,4,4.104314,19,10
6,44,2.805902,6,70
7,5,4.088987,19,1
7,6,4.057159,18,2
7,7,3.995440,18,3
7,8,3.968393,17,6
7,9,3.837774,17,5
6,45,2.805902,7,72
7,10,3.806421,16,10
5,49,2.780597,12,72
8,-1,4.030749,19,0
8,0,3.776602,19,2
7,11,3.522775,16,8
8,1,3.731211,19,2
7,12,3.519584,16,4
7,13,3.465967,16,1
8,2,3.644150,19,3
7,14,3.332746,16,4
7,15,3.266147,16,3
6,46,2.805902,7,62
8,3,3.583847,18,8
8,4,3.528736,17,3
7,16,3.251482,15,15
8,5,3.478765,17,9
6,47,2.805902,6,68
7,17,3.224783,14,17
7,18,3.117995,14,2
8,6,3.420428,16,19
7,19,3.100091,13,15
6,48,2.805902,7,69
7,20,2.928551,13,11
8,7,3.356325,15,24
8,8,3.353747,15,1
6,49,2.805902,6,67
9,-1,4.777039,19,0
9,0,4.299309,19,1
8,9,3.287309,14,7
9,1,3.995677,18,4
8,10,3.207605,14,2
8,11,3.186935,14,3
8,12,3.059719,14,1
8,13,3.051345,13,5
9,2,3.927638,18,8
9,3,3.899617,18,2
8,14,3.015409,13,6
9,4,3.834880,17,5
8,15,2.913473,14,4
9,5,3.764687,16,9
7,21,2.928551,13,76
9,6,3.730332,15,13
9,7,3.698415,14,13
8,16,2.900310,13,40
9,8,3.660004,13,21
9,9,3.616366,12,8
9,10,3.592999,12,14
8,17,2.893140,12,34
7,22,2.928551,12,76
8,18,2.884044,11,19
9,11,3.537874,13,34
9,12,3.466964,13,6
9,13,3.365557,13,9
9,14,3.351596,13,8
9,15,3.312907,12,8
9,16,3.272347,12,4
9,17,3.263176,11,5
9,18,3.223791,11,2
8,19,2.881548,11,52
9,19,3.176802,11,4
9,20,3.157658,10,2
7,23,2.928551,11,73
9,21,3.033151,10,29
9,22,2.898066,10,11
8,20,2.880742,11,55
9,23,2.886093,9,17
7,24,2.928551,10,65
8,21,2.879327,11,23
8,22,2.861160,10,12
9,24,2.823303,10,64
8,23,2.798870,11,58
8,24,2.793962,11,3
7,25,2.928551,10,72
9,25,2.818440,10,37
8,25,2.790170,11,14
8,26,2.787826,10,13
9,26,2.806256,9,25
7,26,2.928551,9,65
9,27,2.818440,10,57
9,28,2.795719,9,4
8,27,2.790170,11,75
8,28,2.787826,10,27
7,27,2.928551,9,70
9,29,2.811583,10,56
9,30,2.795719,9,23
8,29,2.790170,11,72
7,28,2.928551,8,70
8,30,2.787826,10,23
9,31,2.820154,10,58
7,29,2.928551,8,60
8,31,2.790307,11,66
8,32,2.787826,10,7
9,32,2.795719,9,29
7,30,2.928551,7,67
9,33,2.778279,9,59
8,33,2.790170,11,68
7,31,2.928551,7,62
8,34,2.787826,10,20
7,32,2.928551,8,61
9,34,2.790361,10,59
9,35,2.778279,9,5
8,35,2.790170,11,68
7,33,2.939454,9,57
7,34,2.928551,8,9
8,36,2.787826,10,21
9,36,2.862678,9,53
7,35,2.928551,7,50
9,37,2.835792,10,29
8,37,2.790307,11,64
7,36,2.928551,8,63
8,38,2.784632,11,7
8,39,2.772572,10,20
8,40,2.747719,9,7
7,37,2.928551,7,57
9,38,2.848843,11,52
9,39,2.831699,11,16
9,40,2.790361,10,2
7,38,2.928551,8,63
9,41,2.778279,9,11
8,41,2.759254,10,75
7,39,2.928551,7,59
9,42,2.819735,10,45
9,43,2.790361,10,3
8,42,2.747719,9,40
9,44,2.778279,9,16
7,40,2.928551,8,58
8,43,2.759254,10,72
7,41,2.928551,7,65
9,45,2.790361,10,55
9,46,2.778279,9,7
7,42,2.928551,8,58
8,44,2.747719,9,59
9,47,2.790361,10,54
7,43,2.928551,8,66
9,48,2.778279,9,44
8,45,2.759254,10,72
7,44,2.928551,8,54
8,46,2.747719,9,11
8,47,2.740948,9,40
7,45,2.928551,7,67
9,49,2.790361,10,59
10,-1,4.040350,20,0
10,0,3.998027,20,4
10,1,3.990382,20,1
8,48,2.739942,9,42
10,2,3.922659,19,8
7,46,2.928551,8,57
10,3,3.852523,18,3
10,4,3.692268,17,2
10,5,3.664300,16,9
10,6,3.531195,16,1
10,7,3.399607,16,4
7,47,2.928551,8,55
8,49,2.801151,10,64
11,-1,5.030011,15,0
11,0,4.979838,15,1
11,1,4.727061,15,1
11,2,4.211907,16,1
11,3,4.170922,16,1
11,4,3.951876,16,2
10,8,3.365035,15,18
11,5,3.947825,16,3
11,6,3.939431,17,2
7,48,2.928551,7,65
11,7,3.746707,17,8
11,8,3.743878,17,3
10,9,3.362543,14,16
10,10,3.312537,14,4
11,9,3.730474,17,4
11,10,3.687543,17,1
11,11,3.685456,17,3
11,12,3.681400,17,4
7,49,2.928551,8,56
12,-1,5.400729,19,0
11,13,3.630595,16,8
12,0,5.274056,19,4
12,1,4.786368,19,3
11,14,3.581378,15,9
12,2,4.692325,19,7
10,11,3.309718,13,35
10,12,3.265613,13,1
12,3,4.607470,19,1
12,4,4.444836,19,4
12,5,4.356403,19,3
10,13,3.212252,13,13
10,14,3.205236,13,2
12,6,4.326758,20,2
11,15,3.534558,14,21
11,16,3.411946,14,8
11,17,3.264340,14,2
12,7,4.302322,20,11
10,15,3.204704,12,27
11,18,3.252923,13,14
10,16,3.203730,11,17
12,8,4.254396,19,11
12,9,4.168697,19,3
12,10,3.962864,19,1
10,17,3.202558,10,12
12,11,3.888740,19,2
11,19,3.167185,13,22
12,12,3.875009,19,2
11,20,3.148801,12,18
12,13,3.852068,19,11
12,14,3.850123,19,1
12,15,3.839293,19,1
11,21,3.028096,12,20
10,18,3.203730,11,63
11,22,3.017584,11,22
10,19,3.202558,10,28
12,16,3.742646,18,21
11,23,3.004521,10,18
12,17,3.667812,17,6
12,18,3.623843,17,2
12,19,3.566053,17,1
12,20,3.521951,17,4
10,20,3.171929,10,50
12,21,3.495453,17,9
12,22,3.329973,17,8
11,24,3.042393,10,56
12,23,3.313403,17,6
12,24,3.284852,17,2
11,25,3.023660,9,27
11,26,3.004275,9,3
10,21,3.173112,11,63
12,25,3.236589,18,14
12,26,3.200651,18,2
10,22,3.171929,10,21
12,27,3.195375,18,7
11,27,3.004275,8,65
12,28,3.134511,17,12
12,29,3.051113,17,6
10,23,3.149164,10,69
11,28,3.017824,8,57
12,30,3.050940,17,16
11,29,3.004275,7,22
12,31,3.028950,17,8
10,24,3.012297,11,49
10,25,2.985688,10,5
11,30,3.004275,8,58
12,32,3.024905,17,22
11,31,3.004275,7,65
10,26,2.994151,11,56
12,33,3.023833,18,24
12,34,2.989525,18,3
11,32,3.054519,8,51
11,33,3.004275,7,1
10,27,2.985688,10,31
12,35,2.948785,17,8
12,36,2.909228,17,5
12,37,2.899235,16,6
11,34,3.004275,8,62
12,38,2.868673,16,4
10,28,3.012297,11,61
10,29,2.985688,10,5
11,35,3.004275,7,62
12,39,2.841206,15,36
11,36,3.004275,8,59
12,40,2.825361,15,6
10,30,2.994151,11,63
10,31,2.985688,10,11
12,41,2.812053,16,17
11,37,3.004275,8,60
10,32,2.994151,11,54
10,33,2.985688,10,23
11,38,3.004275,9,61
12,42,2.811962,16,30
12,43,2.802906,15,22
11,39,3.004275,9,63
10,34,2.994151,11,58
12,44,2.799666,15,15
10,35,2.985688,10,24
12,45,2.797034,14,19
12,46,2.788057,14,3
11,40,3.004275,8,70
10,36,2.994151,11,55
10,37,2.985688,10,9
11,41,3.004275,8,65
10,38,2.991020,10,61
12,47,2.786842,14,58
11,42,3.004275,8,62
10,39,2.992513,10,55
11,43,3.004275,7,60
10,40,2.987072,10,51
11,44,3.004275,8,51
11,45,2.930379,8,20
11,46,2.902948,9,17
10,41,2.996074,11,61
12,48,2.794019,14,90
11,47,2.881825,10,44
11,48,2.866901,9,3
10,42,2.987072,10,28
12,49,2.765420,14,9
13,-1,4.701659,18,0
13,0,4.626967,17,2
13,1,4.553176,17,3
10,43,2.945893,10,40
13,2,4.518105,16,10
13,3,4.036279,16,1
13,4,3.940326,15,5
11,49,2.877576,10,67
14,-1,4.360345,20,0
14,0,4.333919,19,1
14,1,4.287996,19,1
14,2,4.283143,20,1
13,5,3.938394,14,8
14,3,4.030880,21,1
14,4,3.888063,20,1
13,6,3.645445,13,7
13,7,3.625272,13,8
14,5,3.841449,20,14
10,44,2.950528,11,66
10,45,2.945893,10,11
13,8,3.624252,13,14
14,6,3.838449,20,10
13,9,3.568192,13,7
13,10,3.517197,12,11
14,7,3.793294,20,16
13,11,3.462428,11,10
13,12,3.390418,11,2
14,8,3.707184,19,1
10,46,2.950528,11,64
13,13,3.387495,10,20
10,47,2.945893,10,18
13,14,3.386724,9,3
13,15,3.383337,10,2
13,16,3.378077,11,4
14,9,3.706122,19,20
13,17,3.374404,11,4
13,18,3.371859,10,4
13,19,3.370697,11,6
14,10,3.668983,18,6
14,11,3.659169,17,1
14,12,3.641867,16,4
14,13,3.631301,15,1
13,20,3.350390,11,14
14,14,3.609611,15,8
10,48,2.952793,11,58
14,15,3.596790,15,5
10,49,2.945893,10,12
15,-1,4.333045,19,0
13,21,3.321235,11,23
15,0,4.161969,19,3
15,1,4.121918,19,3
14,16,3.590104,15,16
15,2,4.092172,19,2
15,3,4.047300,19,2
13,22,3.265086,11,17
15,4,4.012941,19,12
14,17,3.584827,14,18
15,5,3.620190,19,7
14,18,3.570770,14,10
14,19,3.559910,13,4
15,6,3.570535,18,10
15,7,3.527502,17,7
14,20,3.515124,13,17
15,8,3.476821,17,7
14,21,3.503395,13,10
14,22,3.467815,13,1
14,23,3.425806,12,4
14,24,3.364510,12,11
14,25,3.350468,12,2
13,23,3.227098,11,71
14,26,3.338660,11,3
14,27,3.278383,10,18
15,9,3.418052,17,47
14,28,3.291824,11,44
14,29,3.278383,10,1
14,30,3.234454,10,36
13,24,3.256628,11,76
14,31,3.227624,11,6
13,25,3.250817,10,5
15,10,3.415738,17,45
13,26,3.219188,11,24
14,32,3.192076,11,28
14,33,3.185332,10,1
14,34,3.176068,11,12
15,11,3.295393,17,19
15,12,3.246042,16,6
14,35,3.159771,12,67
14,36,3.133957,12,3
14,37,3.119354,11,4
13,27,3.239361,11,81
14,38,3.055690,10,14
15,13,3.246042,15,84
14,39,3.065489,11,69
14,40,3.055690,10,1
13,28,3.235624,11,73
13,29,3.232335,10,4
14,41,3.065489,11,73
14,42,3.055690,10,1
13,30,3.235624,11,82
13,31,3.232335,10,3
14,43,3.065489,11,65
14,44,3.055690,10,2
15,14,3.246042,14,85
14,45,3.055520,10,11
14,46,3.043199,11,14
13,32,3.235624,11,77
13,33,3.232335,10,2
14,47,3.025957,11,63
14,48,3.002583,10,9
14,49,2.973480,9,3
16,-1,3.781164,17,0
15,15,3.246042,14,83
16,0,3.778083,18,13
16,1,3.769671,17,2
16,2,3.760610,16,6
16,3,3.751513,16,6
16,4,3.695841,15,3
16,5,3.695412,15,1
16,6,3.690607,16,3
16,7,3.684468,15,4
16,8,3.582218,15,2
16,9,3.528323,15,1
16,10,3.515874,14,2
13,34,3.235624,11,82
16,11,3.508548,13,10
13,35,3.232335,10,8
16,12,3.500028,12,5
16,13,3.497474,13,3
16,14,3.461224,13,2
16,15,3.443190,13,3
16,16,3.437832,12,3
16,17,3.370679,12,3
16,18,3.356598,11,3
16,19,3.285755,11,8
16,20,3.030433,10,4
15,16,3.246042,14,92
16,21,3.030433,9,74
13,36,3.239456,11,77
13,37,3.232335,10,9
16,22,2.890161,9,36
16,23,2.890161,9,71
13,38,3.235624,11,79
15,17,3.246042,14,83
13,39,3.232335,10,8
16,24,2.890161,9,70
16,25,2.880363,9,11
16,26,2.876381,8,31
16,27,2.871540,7,12
13,40,3.235624,11,72
16,28,2.852568,8,64
13,41,3.232335,10,5
16,29,2.827887,9,19
16,30,2.816297,10,20
16,31,2.810102,9,8
15,18,3.246042,14,88
16,32,2.815817,10,67
13,42,3.235624,11,69
16,33,2.810102,9,12
13,43,3.232335,10,19
16,34,2.819536,10,64
16,35,2.810102,9,17
15,19,3.246042,14,83
16,36,2.815817,10,73
13,44,3.239456,11,73
13,45,3.232335,10,2
16,37,2.810102,9,9
16,38,2.815817,10,69
16,39,2.810102,9,24
13,46,3.239456,11,78
13,47,3.232335,10,5
15,20,3.246042,14,85
16,40,2.815817,10,72
16,41,2.810102,9,11
16,42,2.824533,10,78
16,43,2.810102,9,1
13,48,3.239456,11,77
13,49,3.232335,10,4
17,-1,4.414382,18,0
17,0,4.394531,18,1
17,1,4.364089,17,5
17,2,4.362907,16,4
17,3,3.922694,17,1
17,4,3.695055,17,6
16,44,2.815817,10,67
17,5,3.589407,17,2
15,21,3.246042,14,86
16,45,2.810102,9,12
17,6,3.504668,17,12
17,7,3.443781,16,13
16,46,2.815817,10,64
16,47,2.810102,9,12
17,8,3.372562,15,15
16,48,2.815817,10,65
16,49,2.810102,9,5
18,-1,5.089290,17,0
18,0,4.953264,17,1
18,1,4.951837,17,2
18,2,4.707741,17,2
17,9,3.223992,14,25
15,22,3.246042,14,85
18,3,4.703427,17,10
18,4,4.557678,17,2
17,10,3.140729,14,13
17,11,3.091857,14,4
18,5,4.491387,17,4
18,6,4.279096,17,4
18,7,4.249286,17,3
18,8,4.180487,16,11
18,9,3.998482,16,4
18,10,3.919564,16,7
17,12,3.040640,14,38
18,11,3.886467,15,3
17,13,2.922356,13,7
18,12,3.734435,15,8
17,14,2.893069,13,10
18,13,3.701361,14,6
18,14,3.667693,14,4
18,15,3.660448,14,1
18,16,3.375007,14,2
18,17,3.309174,14,1
18,18,3.278771,14,15
17,15,2.881958,12,28
15,23,3.246042,14,82
18,19,3.272402,14,2
18,20,3.243243,14,5
15,24,3.227308,14,6
18,21,3.236356,14,1
18,22,3.131148,14,2
15,25,3.177727,14,3
18,23,3.082657,14,3
17,16,2.832996,12,19
17,17,2.822963,11,27
18,24,3.082657,13,77
17,18,2.832996,12,77
15,26,3.177727,14,86
17,19,2.804230,12,6
17,20,2.793783,11,23
18,25,3.082657,12,75
15,27,3.177727,13,76
17,21,2.798846,11,73
18,26,3.060230,12,66
17,22,2.837204,12,79
17,23,2.798846,11,8
15,28,3.177727,12,84
18,27,3.060230,11,75
17,24,2.806901,10,79
15,29,3.177727,11,83
18,28,3.060230,10,68
17,25,2.820223,11,78
15,30,3.177727,11,82
17,26,2.806901,10,16
18,29,3.060230,9,66
18,30,3.060230,8,63
15,31,3.177727,11,71
17,27,2.820223,11,79
17,28,2.806901,10,10
18,31,3.060230,7,71
18,32,3.060230,8,65
15,32,3.177727,11,73
17,29,2.820223,11,80
18,33,3.060230,7,55
17,30,2.806901,10,24
18,34,3.060230,8,52
15,33,3.177727,11,82
18,35,3.060230,7,67
17,31,2.820223,11,80
18,36,3.060230,8,55
15,34,3.177727,11,79
17,32,2.806901,10,29
18,37,3.060230,7,59
18,38,3.060230,8,54
15,35,3.177727,11,75
17,33,2.817795,10,73
18,39,3.060230,7,58
18,40,2.928551,7,14
17,34,2.797042,11,36
17,35,2.783996,11,4
15,36,3.177727,11,84
18,41,2.928551,8,63
18,42,2.928551,9,68
17,36,2.793818,12,80
15,37,3.177727,10,85
18,43,2.928551,9,70
17,37,2.760620,11,16
15,38,3.174503,10,61
15,39,3.172760,9,1
15,40,3.167808,9,3
15,41,3.133517,9,6
15,42,3.127680,8,9
18,44,2.928551,8,72
15,43,3.121987,8,13
15,44,2.943615,8,3
15,45,2.868097,8,3
15,46,2.856151,7,10
17,38,2.814022,12,72
18,45,2.928551,7,61
17,39,2.733183,11,19
15,47,2.856151,8,77
18,46,2.928551,8,55
18,47,2.928551,8,60
17,40,2.748233,10,70
15,48,2.856151,7,78
18,48,2.928551,9,50
15,49,2.856151,8,67
19,-1,5.595499,19,0
19,0,5.417829,19,1
19,1,5.370160,19,1
18,49,2.928551,8,58
20,-1,4.791240,19,0
19,2,5.311559,19,6
19,3,5.310555,19,3
17,41,2.760311,11,73
20,0,4.734961,19,5
20,1,4.679996,19,3
19,4,5.250632,18,8
20,2,3.613840,19,3
19,5,4.642638,18,2
19,6,4.582985,19,1
19,7,4.380243,19,2
19,8,4.341544,19,1
20,3,3.500042,18,6
19,9,4.323230,19,4
20,4,3.342611,17,7
17,42,2.748233,10,33
19,10,4.250158,19,10
19,11,4.078343,19,1
19,12,3.688200,19,2
20,5,3.265908,17,10
19,13,3.643752,18,3
19,14,3.633083,17,6
19,15,3.631118,17,2
19,16,3.622980,16,1
19,17,3.618448,16,1
19,18,3.609329,15,3
20,6,3.250912,16,16
19,19,3.574134,15,5
20,7,3.134709,16,6
19,20,3.573155,14,6
17,43,2.760311,11,77
17,44,2.748233,10,11
19,21,3.528085,14,16
20,8,3.117995,15,20
19,22,3.352068,14,2
20,9,3.090486,15,4
19,23,3.185276,15,4
19,24,3.181361,15,5
19,25,3.129656,15,5
19,26,3.129226,14,16
20,10,3.081537,14,34
17,45,2.756657,11,76
19,27,3.128788,13,13
19,28,3.124661,12,14
19,29,3.124226,11,5
20,11,3.061112,15,36
17,46,2.748233,10,35
19,30,3.068323,10,14
20,12,2.976191,15,9
20,13,2.928551,14,11
19,31,3.055143,11,22
19,32,3.039620,12,25
19,33,2.999037,12,1
19,34,2.983813,12,1
17,47,2.747266,10,71
19,35,2.983274,11,20
19,36,2.915593,10,27
17,48,2.753422,10,68
20,14,2.928551,13,79
19,37,2.915593,9,82
17,49,2.764644,11,74
21,-1,4.470136,17,0
21,0,3.855719,18,2
21,1,3.834891,18,1
20,15,2.928551,12,80
21,2,3.831532,18,25
19,38,2.915593,10,70
21,3,3.822314,18,1
21,4,3.796330,18,2
21,5,3.783061,17,13
19,39,2.890819,10,45
21,6,3.716348,16,8
21,7,3.622717,17,17
20,16,2.928551,11,77
21,8,3.542008,17,26
19,40,2.900527,11,80
19,41,2.890819,10,8
21,9,3.529355,17,11
20,17,2.928551,10,66
21,10,3.525979,17,8
21,11,3.516389,17,12
21,12,3.167642,17,9
19,42,2.900527,11,80
19,43,2.890819,10,3
20,18,2.928551,10,71
21,13,3.154874,18,22
21,14,3.085380,18,5
21,15,3.056078,18,17
20,19,2.928551,10,62
19,44,2.900527,11,79
19,45,2.890819,10,5
21,16,3.045002,18,15
21,17,2.986821,17,8
20,20,2.928551,9,71
19,46,2.900527,11,75
21,18,2.978950,17,21
19,47,2.890819,10,10
20,21,2.928551,10,71
21,19,2.973615,16,30
21,20,2.966789,15,11
19,48,2.900527,11,78
19,49,2.890819,10,8
21,21,2.955102,14,12
20,22,2.928551,10,73
22,-1,4.458173,19,0
21,22,2.950223,14,2
22,0,4.257388,19,5
22,1,4.071829,19,1
22,2,4.045187,19,1
21,23,2.941262,13,15
22,3,4.042837,19,5
21,24,2.927278,12,13
22,4,4.011362,18,8
20,23,2.928551,10,71
22,5,3.671861,18,8
22,6,3.667122,18,12
22,7,3.624482,18,4
22,8,3.571759,18,5
21,25,2.919370,11,51
21,26,2.914974,11,6
20,24,2.928551,10,70
22,9,3.546282,17,14
22,10,3.514317,17,2
22,11,3.454181,17,1
22,12,3.425999,16,4
22,13,3.393728,16,4
22,14,3.362116,15,11
20,25,2.928551,10,71
21,27,2.929402,10,71
22,15,3.355758,14,20
22,16,3.292916,14,25
22,17,3.263880,13,2
20,26,2.928551,10,68
22,18,3.256660,12,25
21,28,2.942047,11,79
22,19,3.249537,11,20
21,29,2.929402,10,26
20,27,2.928551,9,72
22,20,3.243628,10,30
21,30,2.923189,10,39
20,28,2.928551,9,69
22,21,3.231211,10,47
20,29,2.928551,8,65
22,22,3.213611,11,46
21,31,2.936275,11,77
21,32,2.923189,10,20
20,30,2.928551,7,61
20,31,2.928551,8,60
22,23,3.224189,12,76
21,33,2.937444,9,79
22,24,3.213611,11,22
21,34,2.935152,9,10
20,32,2.928551,8,62
20,33,2.928551,8,64
21,35,2.956331,10,79
22,25,3.224189,12,83
21,36,2.935152,9,16
20,34,2.928551,7,64
