RunID,RuleCount,NonTerminalCount,RunNumber,step,bitsPerBase,grammarSize,neighborsEvaluated
2_202_30,202,30,2,17,3.1777272877523415,6,7
3_202_30,202,30,3,11,2.77831068642477,10,16
1_202_30,202,30,1,15,3.2593754792115766,7,18
1_202_30,202,30,1,16,3.0576858571091936,7,7
1_202_30,202,30,1,17,2.9975935291790976,6,5
2_202_30,202,30,2,18,3.1777272877523415,6,58
1_202_30,202,30,1,18,2.992050806928461,7,46
3_202_30,202,30,3,12,2.77831068642477,10,69
1_202_30,202,30,1,19,2.992050806928461,7,68
2_202_30,202,30,2,-1,4.531528343206598,18,0
3_202_30,202,30,3,-1,4.203869521182707,19,0
1_202_30,202,30,1,-1,4.109382789195877,18,0
2_202_30,202,30,2,0,4.189938476250717,18,3
1_202_31,202,31,1,0,4.1003475908944536,18,2
1_202_32,202,32,1,1,3.9747740313012265,18,2
2_202_32,202,32,2,1,4.139223374512195,18,3
1_202_32,202,32,1,2,3.9106016313307284,18,1
1_202_32,202,32,1,3,3.8935368229113,18,1
2_202_32,202,32,2,2,3.942803670182343,18,4
2_202_32,202,32,2,3,3.941864653968542,18,5
3_202_32,202,32,3,0,4.01110486653485,19,12
1_203_30,203,30,1,4,3.890698342858606,18,7
1_203_30,203,30,1,5,3.867145689405859,18,1
3_203_30,203,30,3,1,3.897604600946329,19,2
3_203_30,203,30,3,2,3.852168227122373,18,2
3_203_30,203,30,3,3,3.8517222962416597,18,5
3_203_30,203,30,3,4,3.8064909434183427,17,2
1_203_30,203,30,1,6,3.4612697033024196,18,11
3_203_30,203,30,3,5,3.7503078957448053,17,1
1_203_30,203,30,1,7,3.4420739855792646,18,1
2_203_30,203,30,2,4,3.9048590588353522,18,18
1_203_30,203,30,1,8,3.4192139563680324,17,2
1_203_30,203,30,1,9,3.396547674566268,18,1
2_203_30,203,30,2,5,3.677468710850106,18,3
2_203_30,203,30,2,6,3.609912776588026,18,1
1_203_30,203,30,1,10,3.389981208097669,17,4
3_203_30,203,30,3,6,3.7131734203962097,17,10
1_203_30,203,30,1,11,3.383288862423506,16,6
1_203_30,203,30,1,12,3.2665209221940787,15,2
3_203_30,203,30,3,7,3.667390137758595,17,4
2_203_30,203,30,2,7,3.6033147777742953,17,15
1_203_30,203,30,1,13,3.233997955483153,15,4
1_203_30,203,30,1,14,3.2098519777588765,14,4
2_203_30,203,30,2,8,3.595980742616572,16,9
3_203_30,203,30,3,8,3.6389343706171324,17,12
1_203_30,203,30,1,15,3.1735125446503507,13,11
3_203_30,203,30,3,9,3.630100143168713,18,3
1_203_30,203,30,1,16,3.1632713257969423,12,5
3_203_30,203,30,3,10,3.592538727279239,18,1
1_203_30,203,30,1,17,3.1523862735643684,11,6
2_203_30,203,30,2,9,3.4794841001161703,17,30
2_203_30,203,30,2,10,3.4704899280038015,16,2
2_203_30,203,30,2,11,3.470232903210136,17,2
3_203_30,203,30,3,11,3.5877921064711256,17,19
2_203_30,203,30,2,12,3.46939072582942,17,12
3_203_30,203,30,3,12,3.5818502772019847,17,5
2_203_30,203,30,2,13,3.4682340488981493,17,5
3_203_30,203,30,3,13,3.553532263941397,16,5
1_203_30,203,30,1,18,3.097463017590741,11,45
2_203_30,203,30,2,14,3.4595295324727604,16,8
2_203_30,203,30,2,15,3.450648081633616,17,5
3_203_30,203,30,3,14,3.5404555270159266,15,11
1_203_30,203,30,1,19,3.087022114696747,10,18
3_203_30,203,30,3,15,3.5312699058723593,16,2
3_203_30,203,30,3,16,3.4938259922250277,16,2
1_203_30,203,30,1,20,3.0675412040725267,10,5
1_203_30,203,30,1,21,3.0626993219574703,9,7
2_203_30,203,30,2,16,3.3457355835523788,17,15
3_203_30,203,30,3,17,3.4867266854599177,15,7
3_203_30,203,30,3,18,3.4541411229824868,15,1
2_203_30,203,30,2,17,3.342673274215562,16,4
2_203_30,203,30,2,18,3.3343992179359057,16,7
3_203_30,203,30,3,19,3.4104947957021605,15,8
2_203_30,203,30,2,19,3.289390277254578,16,14
1_203_30,203,30,1,22,3.0621419083565784,9,58
3_203_30,203,30,3,20,3.4042627269838195,14,23
3_203_30,203,30,3,21,3.3992026327523237,13,8
1_203_30,203,30,1,23,3.061807460196043,9,35
1_203_30,203,30,1,24,3.0607962037467313,9,6
2_203_30,203,30,2,20,3.2876769555057535,15,39
3_203_30,203,30,3,22,3.379737890901997,13,24
3_203_30,203,30,3,23,3.3457389243545625,13,15
3_203_30,203,30,3,24,3.340501456442482,12,9
2_203_30,203,30,2,21,3.2876769555057535,15,75
2_203_30,203,30,2,-1,4.455236477263585,17,0
3_203_30,203,30,3,-1,5.049951331168556,20,0
2_203_30,203,30,2,0,4.379111203320098,16,1
1_203_31,203,31,1,-1,5.237507311357212,20,0
3_203_31,203,31,3,0,4.765134347511656,20,1
2_203_32,203,32,2,1,4.344624990280044,16,1
2_203_32,203,32,2,2,4.341171889022716,15,2
2_203_32,203,32,2,3,4.309253488526726,16,3
2_203_32,203,32,2,4,4.272666997823779,17,4
3_203_32,203,32,3,1,4.687234818086518,19,8
3_203_32,203,32,3,2,4.6478082382154,19,1
1_203_32,203,32,1,0,5.066947709923467,20,11
2_204_30,204,30,2,5,4.26350174969124,16,6
2_204_30,204,30,2,6,3.7797677269211043,16,1
3_204_30,204,30,3,3,4.560062334276871,18,6
3_204_30,204,30,3,4,4.544692185820568,18,1
2_204_30,204,30,2,7,3.7158882779476445,16,5
3_204_30,204,30,3,5,4.158333969814879,18,3
1_204_30,204,30,1,1,4.29179048026184,20,6
3_204_30,204,30,3,6,4.154307312863079,18,2
3_204_30,204,30,3,7,4.1507956157125925,18,2
3_204_30,204,30,3,8,4.109620544477293,18,1
1_204_30,204,30,1,2,3.617215232869788,20,6
3_204_30,204,30,3,9,4.09875667922868,18,4
2_204_30,204,30,2,8,3.3443351398563053,16,11
1_204_30,204,30,1,3,3.5620380662511786,19,4
2_204_30,204,30,2,9,3.3350676843906832,15,7
3_204_30,204,30,3,10,4.090020326040439,17,8
3_204_30,204,30,3,11,4.058608704205722,17,3
1_204_30,204,30,1,4,3.503777813209385,19,7
2_204_30,204,30,2,10,3.31303973794786,15,10
3_204_30,204,30,3,12,4.0284150018397,17,5
1_204_30,204,30,1,5,3.4483581880798715,19,5
3_204_30,204,30,3,13,3.8291069787317076,18,3
2_204_30,204,30,2,11,3.3037704865149293,14,7
1_204_30,204,30,1,6,3.376837380263005,19,5
1_204_30,204,30,1,7,3.302641667852071,18,2
2_204_30,204,30,2,12,3.149181695727215,14,6
3_204_30,204,30,3,14,3.4005061747551064,19,7
2_204_30,204,30,2,13,3.117622191717834,15,1
2_204_30,204,30,2,14,3.084434387388329,15,1
2_204_30,204,30,2,15,3.050162227341419,16,1
2_204_30,204,30,2,16,3.033491191688822,15,3
3_204_30,204,30,3,15,3.3747341443896492,19,4
3_204_30,204,30,3,16,3.3733211691944005,19,1
2_204_30,204,30,2,17,3.0105246027933767,15,6
2_204_30,204,30,2,18,3.0074647081509993,15,3
1_204_30,204,30,1,8,3.2421680177802163,18,17
3_204_30,204,30,3,17,3.315306821693147,19,10
2_204_30,204,30,2,19,3.006268985755231,14,7
3_204_30,204,30,3,18,3.2902578581171227,18,8
2_204_30,204,30,2,20,3.0027189029373447,15,11
2_204_30,204,30,2,21,3.0003006622682316,15,4
3_204_30,204,30,3,19,3.2898070508494826,18,5
3_204_30,204,30,3,20,3.2524374335722492,17,8
2_204_30,204,30,2,22,2.883359002094094,15,16
3_204_30,204,30,3,21,3.2482375199132436,17,4
3_204_30,204,30,3,22,3.192945521591378,17,11
3_204_30,204,30,3,23,3.1803982025107813,17,4
3_204_30,204,30,3,24,3.124354854842793,17,1
2_204_30,204,30,2,23,2.8790400660927284,15,27
1_204_30,204,30,1,9,3.2421680177802163,18,75
2_204_30,204,30,2,24,2.8790400660927284,15,75
