RunID,RuleCount,NonTerminalCount,RunNumber,step,bitsPerBase,grammarSize,neighborsEvaluated
1_15_40,15,40,1,12,3.181109663343198,17,7
2_15_40,15,40,2,14,3.4575437530259103,16,26
3_15_40,15,40,3,17,2.9915344231854952,19,31
2_15_40,15,40,2,15,3.331185415961612,16,24
1_15_40,15,40,1,13,3.181109663343198,17,75
4_16_40,16,40,4,-1,4.564365453109733,18,0
4_16_40,16,40,4,0,4.472987225817674,18,2
4_16_40,16,40,4,1,4.366527708663961,18,1
2_16_40,16,40,2,16,3.074769934713197,17,48
4_16_40,16,40,4,2,4.196594544175818,19,3
2_16_40,16,40,2,17,3.0670358171905847,17,3
3_16_40,16,40,3,18,2.9900025537087953,18,54
4_16_40,16,40,4,3,4.156998088209956,19,9
2_16_40,16,40,2,18,3.062285019957839,17,18
3_16_40,16,40,3,19,2.982892681039571,17,11
4_16_40,16,40,4,4,4.151076844421577,19,9
