RunID,RuleCount,NonTerminalCount,RunNumber,step,bitsPerBase,grammarSize,neighborsEvaluated
7_15_3,15,3,7,5,3.2846981834228504,9,27
8_15_3,15,3,8,0,4.216612619452201,12,3
8_15_3,15,3,8,1,4.037404080094679,12,2
8_15_3,15,3,8,2,3.9525798992018233,11,3
8_15_3,15,3,8,3,3.866788804310991,11,1
8_15_3,15,3,8,4,3.587074798660044,11,4
8_15_3,15,3,8,5,3.536538761713252,11,6
8_15_3,15,3,8,6,3.5258791444855198,12,1
8_15_3,15,3,8,7,3.4885155022277345,11,2
8_15_3,15,3,8,8,3.4802871449524253,11,3
7_15_3,15,3,7,6,3.19508529493941,9,34
7_15_3,15,3,7,7,3.1694847296066406,9,3
8_15_3,15,3,8,9,3.463207566480665,10,5
8_15_3,15,3,8,10,3.4044314292853417,9,5
7_15_3,15,3,7,8,3.1611780643605125,8,8
8_15_3,15,3,8,11,3.386678708758811,8,3
8_15_3,15,3,8,12,3.372434839807262,9,3
8_15_3,15,3,8,13,3.3705738453093796,10,8
8_15_3,15,3,8,14,3.2407680363665783,9,8
4_15_3,15,3,4,28,2.8109432468965148,10,75
9_15_3,15,3,9,-1,4.416643734375519,15,0
8_15_3,15,3,8,15,3.1306776511355343,8,14
7_15_3,15,3,7,9,3.086893820388389,8,61
7_15_3,15,3,7,10,3.0829164837346594,7,5
9_15_3,15,3,9,0,4.410722891521665,14,20
7_15_3,15,3,7,11,3.0158591003781074,7,12
8_15_3,15,3,8,16,3.0957263172868537,7,27
7_15_3,15,3,7,12,2.9287540026528585,7,2
9_15_3,15,3,9,1,4.3572684952673395,13,2
7_15_3,15,3,7,13,2.904465120372451,8,6
9_15_3,15,3,9,2,4.325375714638379,14,4
9_15_3,15,3,9,3,3.683436403555677,14,1
7_15_3,15,3,7,14,2.892799770836887,7,6
9_15_3,15,3,9,4,3.362898271594503,14,1
8_15_3,15,3,8,17,2.8615760737612734,8,20
7_15_3,15,3,7,15,2.880748695652003,6,22
9_15_3,15,3,9,5,3.354444739047318,13,19
9_15_3,15,3,9,6,3.338632019610343,12,8
9_15_3,15,3,9,7,3.32928230375692,11,2
9_15_3,15,3,9,8,3.3126736926610696,12,2
9_15_3,15,3,9,9,3.2313440189628304,11,5
9_15_3,15,3,9,10,3.1406019666056872,10,1
7_15_3,15,3,7,16,2.8561505604864177,6,58
9_15_3,15,3,9,11,3.033895998124857,9,8
9_15_3,15,3,9,12,3.021145041371728,8,13
8_15_3,15,3,8,18,2.8615760737612734,8,75
10_15_3,15,3,10,-1,4.760038969571858,12,0
10_15_3,15,3,10,0,4.570432729601627,13,1
10_15_3,15,3,10,1,4.389233280088541,13,1
10_15_3,15,3,10,2,4.295566891205388,13,1
10_15_3,15,3,10,3,4.294813144184007,12,2
7_15_3,15,3,7,17,2.8561505604864177,6,63
10_15_3,15,3,10,4,3.989247447174361,11,5
10_15_3,15,3,10,5,3.988062742233477,10,3
10_15_3,15,3,10,6,3.986009427910711,9,6
10_15_3,15,3,10,7,3.973723437170259,8,5
10_15_3,15,3,10,8,3.970376769492876,7,2
10_15_3,15,3,10,9,3.8934901251445466,7,4
9_15_3,15,3,9,13,3.021145041371728,8,75
10_15_3,15,3,10,10,3.8934901251445466,7,75
1_16_3,16,3,1,-1,3.6669563547398707,11,0
3_16_3,16,3,3,-1,4.075442432771804,12,0
2_16_3,16,3,2,-1,4.380396555152798,14,0
1_16_3,16,3,1,0,3.5981854889908207,11,2
1_16_3,16,3,1,1,3.2882888484469244,11,3
2_16_3,16,3,2,0,4.185213840222706,13,7
3_16_3,16,3,3,0,4.033260838255957,11,8
2_16_3,16,3,2,1,4.139959253492814,12,2
3_16_3,16,3,3,1,3.5850144848894447,12,2
1_16_3,16,3,1,2,3.279004523912821,10,11
3_16_3,16,3,3,2,3.5780052912296276,11,3
1_16_3,16,3,1,3,3.2569565409951524,10,1
2_16_3,16,3,2,2,4.055015558429161,12,9
2_16_3,16,3,2,3,4.043493378219954,12,3
3_16_3,16,3,3,3,3.5746146383630415,11,14
3_16_3,16,3,3,4,3.5726605915147536,10,1
1_16_3,16,3,1,4,3.2474753364704574,9,24
3_16_3,16,3,3,5,3.4732344907633066,9,7
1_16_3,16,3,1,5,3.2377701070897453,8,6
3_16_3,16,3,3,6,3.4258599722431953,8,7
1_16_3,16,3,1,6,3.227307821941678,8,2
3_16_3,16,3,3,7,3.40342728528797,8,7
3_16_3,16,3,3,8,3.3860183268698303,7,2
2_16_3,16,3,2,4,3.897485636949806,13,20
2_16_3,16,3,2,5,3.8830586921261148,14,1
3_16_3,16,3,3,9,3.3851818623091754,7,6
2_16_3,16,3,2,6,3.8407172948942194,13,7
2_16_3,16,3,2,7,3.8318626119954193,13,5
1_16_3,16,3,1,7,3.1777272877523415,7,38
3_16_3,16,3,3,10,3.2019435999797943,7,39
1_16_3,16,3,1,8,3.1643568115525897,7,19
1_16_3,16,3,1,9,2.9835144743773188,7,2
1_16_3,16,3,1,10,2.8798965629974353,6,8
2_16_3,16,3,2,8,3.787392085141862,13,17
3_16_3,16,3,3,11,3.109505791488186,7,38
1_16_3,16,3,1,11,2.8059024639771777,6,21
2_16_3,16,3,2,9,3.78206360754221,13,8
3_16_3,16,3,3,12,3.0882722599276793,8,11
3_16_3,16,3,3,13,2.9765168357199543,8,7
3_16_3,16,3,3,14,2.9123904511517655,7,3
3_16_3,16,3,3,15,2.8988876792626947,6,11
3_16_3,16,3,3,16,2.8322930455329813,6,3
1_16_3,16,3,1,12,2.8059024639771777,6,52
4_16_3,16,3,4,-1,4.461848109560666,13,0
4_16_3,16,3,4,0,4.287472468631727,13,1
4_16_3,16,3,4,1,4.173634336920324,12,5
3_16_3,16,3,3,17,2.8322930455329813,6,46
4_16_3,16,3,4,2,3.94576035593267,11,3
5_16_3,16,3,5,-1,4.246380269281257,14,0
4_16_3,16,3,4,3,3.8837521639435955,10,1
5_16_3,16,3,5,0,4.196128267459479,14,1
2_16_3,16,3,2,10,3.7478241404426864,12,27
4_16_3,16,3,4,4,3.6225980338982513,10,3
5_16_3,16,3,5,1,3.5598777870867186,14,2
4_16_3,16,3,4,5,3.5420771288911883,10,2
4_16_3,16,3,4,6,3.4327969000688356,9,4
5_16_3,16,3,5,2,3.4656949853192227,13,13
4_16_3,16,3,4,7,3.3929989993395133,8,14
4_16_3,16,3,4,8,3.2749400662651817,8,3
4_16_3,16,3,4,9,3.227307821941678,8,4
5_16_3,16,3,5,3,3.3838136997211214,12,6
2_16_3,16,3,2,11,3.7001566717394567,11,30
4_16_3,16,3,4,10,3.1777272877523415,8,21
5_16_3,16,3,5,4,3.377142739806726,11,15
5_16_3,16,3,5,5,3.332638194057646,10,8
5_16_3,16,3,5,6,3.305418933389956,9,4
5_16_3,16,3,5,7,3.2964007904437653,8,15
4_16_3,16,3,4,11,3.1777272877523415,8,68
6_16_3,16,3,6,-1,5.248212377274035,16,0
6_16_3,16,3,6,0,5.220541105113516,15,1
6_16_3,16,3,6,1,5.191713719001768,15,1
6_16_3,16,3,6,2,4.448089229208871,14,1
6_16_3,16,3,6,3,4.369269795341516,13,2
6_16_3,16,3,6,4,4.349021966094915,12,2
6_16_3,16,3,6,5,4.348237176790568,11,5
6_16_3,16,3,6,6,4.312300122986416,11,2
6_16_3,16,3,6,7,4.220942389860475,10,1
6_16_3,16,3,6,8,4.113968509913762,9,2
2_16_3,16,3,2,12,3.7001566717394567,11,69
5_16_3,16,3,5,8,3.2964007904437653,8,69
7_16_3,16,3,7,-1,5.438202760623947,14,0
8_16_3,16,3,8,-1,4.934612427153202,12,0
7_16_3,16,3,7,0,5.273450332153246,14,1
8_16_3,16,3,8,0,4.526917362813974,12,1
6_16_3,16,3,6,9,4.000863088926918,8,5
8_16_3,16,3,8,1,4.524409688398633,12,2
7_16_3,16,3,7,1,3.5336259086194777,14,3
6_16_3,16,3,6,10,3.954765403713692,7,5
8_16_3,16,3,8,2,4.128656953803077,11,4
8_16_3,16,3,8,3,3.7475406487615666,10,4
7_16_3,16,3,7,2,3.5257493168772904,13,5
6_16_3,16,3,6,11,3.8980322697271172,6,10
7_16_3,16,3,7,3,3.507023697277316,14,3
7_16_3,16,3,7,4,3.452512265280368,14,2
6_16_3,16,3,6,12,3.7156565826075383,6,14
8_16_3,16,3,8,4,3.715501349002274,9,13
8_16_3,16,3,8,5,3.7032006052204873,9,3
7_16_3,16,3,7,5,3.4460405838727852,13,6
6_16_3,16,3,6,13,3.3502709066200795,7,18
6_16_3,16,3,6,14,3.246041523304733,7,4
8_16_3,16,3,8,6,3.633144923466386,8,12
6_16_3,16,3,6,15,3.227307821941678,7,4
7_16_3,16,3,7,6,3.3812781722247816,12,12
7_16_3,16,3,7,7,3.3669207386794584,12,2
8_16_3,16,3,8,7,3.362449678777633,8,12
7_16_3,16,3,7,8,3.359474220806119,11,3
8_16_3,16,3,8,8,3.2981934181541974,8,3
6_16_3,16,3,6,16,3.1777272877523415,6,17
8_16_3,16,3,8,9,3.278659086495727,7,3
8_16_3,16,3,8,10,3.2421680177802163,7,9
6_16_3,16,3,6,17,3.1777272877523415,6,59
9_16_3,16,3,9,-1,3.4509995837879055,14,0
9_16_3,16,3,9,0,3.356626220799478,13,5
9_16_3,16,3,9,1,3.3499597185529875,13,3
8_16_3,16,3,8,11,3.1664990400010393,8,51
7_16_3,16,3,7,9,3.2934734851466363,11,45
7_16_3,16,3,7,10,3.23343401779744,10,1
8_16_3,16,3,8,12,3.1450486608545094,9,6
9_16_3,16,3,9,2,3.308819279885111,12,9
9_16_3,16,3,9,3,3.294333895863826,11,4
9_16_3,16,3,9,4,3.246933750230625,10,5
9_16_3,16,3,9,5,3.1673467811947296,9,5
9_16_3,16,3,9,6,2.963157793625875,9,2
8_16_3,16,3,8,13,3.0759359838271116,8,22
7_16_3,16,3,7,11,3.2260982765021247,9,26
7_16_3,16,3,7,12,3.2182265222683237,8,24
8_16_3,16,3,8,14,2.8851122004824004,9,51
8_16_3,16,3,8,15,2.8353336519820953,10,3
9_16_3,16,3,9,7,2.963157793625875,9,52
10_16_3,16,3,10,-1,5.304302882110565,14,0
8_16_3,16,3,8,16,2.798903230705074,9,10
10_16_3,16,3,10,0,5.253121583865234,13,6
7_16_3,16,3,7,13,3.106213683050185,8,47
10_16_3,16,3,10,1,4.047405725531114,12,2
7_16_3,16,3,7,14,2.989901808603491,8,4
10_16_3,16,3,10,2,3.839249726871542,12,7
10_16_3,16,3,10,3,3.8281469970885267,12,1
10_16_3,16,3,10,4,3.7324364246641175,11,3
8_16_3,16,3,8,17,2.770695908691932,10,20
10_16_3,16,3,10,5,3.721324633802112,10,3
7_16_3,16,3,7,15,2.904465120372451,8,19
10_16_3,16,3,10,6,3.641973746185125,9,8
7_16_3,16,3,7,16,2.892799770836887,7,7
10_16_3,16,3,10,7,3.597926281887575,9,11
7_16_3,16,3,7,17,2.880748695652003,6,31
10_16_3,16,3,10,8,3.5113465024144297,9,16
10_16_3,16,3,10,9,3.4878328787470116,9,2
10_16_3,16,3,10,10,3.4464100972922607,9,13
10_16_3,16,3,10,11,3.4030138164001427,8,3
10_16_3,16,3,10,12,3.4016789395303246,8,6
10_16_3,16,3,10,13,3.357858855237065,7,9
7_16_3,16,3,7,18,2.880748695652003,6,63
8_16_3,16,3,8,18,2.770695908691932,10,75
10_16_3,16,3,10,14,3.3565584192047333,7,32
10_16_3,16,3,10,15,3.3565584192047333,7,68
1_16_3,16,3,1,-1,3.6669563547398707,11,0
3_17_3,17,3,3,-1,4.168458842874909,12,0
1_17_3,17,3,1,0,3.657628698247511,12,1
3_17_3,17,3,3,0,4.062623531619348,12,1
2_17_3,17,3,2,-1,4.353732899285273,15,0
3_17_3,17,3,3,1,3.7131095354630017,13,2
1_17_3,17,3,1,1,3.5427084691456563,12,4
1_17_3,17,3,1,2,3.468231558791574,11,1
3_17_3,17,3,3,2,3.3197133770753875,12,2
3_17_3,17,3,3,3,3.2548503827127684,11,5
1_17_3,17,3,1,3,3.45728914881974,10,8
1_17_3,17,3,1,4,3.422384054800778,9,6
3_17_3,17,3,3,4,3.2512896931753175,11,5
3_17_3,17,3,3,5,3.2232551112483603,10,3
2_17_3,17,3,2,0,4.128265886309596,15,14
2_17_3,17,3,2,1,4.0929550048948276,16,1
1_17_3,17,3,1,5,3.4098652860799654,10,14
3_17_3,17,3,3,6,3.1607912615907843,9,7
2_17_3,17,3,2,2,4.003322807043926,16,6
2_17_3,17,3,2,3,3.9212145416533613,15,1
1_17_3,17,3,1,6,3.3838103495148824,9,14
2_17_3,17,3,2,4,3.9198604016506207,15,6
1_17_3,17,3,1,7,3.215985430732282,9,8
2_17_3,17,3,2,5,3.9188448379469936,15,1
3_17_3,17,3,3,7,3.1501098376510046,8,18
3_17_3,17,3,3,8,3.137713076524551,7,2
2_17_3,17,3,2,6,3.8782830144881677,14,7
3_17_3,17,3,3,9,3.0709263017366255,6,21
2_17_3,17,3,2,7,3.871378364389842,13,8
3_17_3,17,3,3,10,3.0359746867149506,6,15
2_17_3,17,3,2,8,3.8707001734507127,14,3
2_17_3,17,3,2,9,3.865412238673549,13,3
2_17_3,17,3,2,10,3.858943733889463,12,10
3_17_3,17,3,3,11,2.8561505604864177,6,39
3_17_3,17,3,3,12,2.8059024639771777,6,1
1_17_3,17,3,1,8,3.215985430732282,9,73
4_17_3,17,3,4,-1,4.444092268581416,13,0
4_17_3,17,3,4,0,4.4066446845766984,12,1
3_17_3,17,3,3,13,2.8032398086445167,7,13
4_17_3,17,3,4,1,4.361103817518941,11,5
4_17_3,17,3,4,2,4.15154265504005,11,2
2_17_3,17,3,2,11,3.8530096473630633,11,14
4_17_3,17,3,4,3,4.100768655189329,10,1
4_17_3,17,3,4,4,3.9421149276763257,11,2
3_17_3,17,3,3,14,2.7836604226873822,8,9
4_17_3,17,3,4,5,3.4360445533953534,11,5
2_17_3,17,3,2,12,3.84354596700873,10,8
4_17_3,17,3,4,6,3.420458337418021,10,8
4_17_3,17,3,4,7,3.3849038454680644,11,2
4_17_3,17,3,4,8,3.297607989561807,10,2
4_17_3,17,3,4,9,3.2576373970766914,9,10
2_17_3,17,3,2,13,3.841013854380428,10,18
4_17_3,17,3,4,10,3.2448555916729083,8,9
4_17_3,17,3,4,11,3.1421710914224215,7,3
4_17_3,17,3,4,12,3.1185988843680468,6,1
4_17_3,17,3,4,13,3.004274560837545,7,24
3_17_3,17,3,3,15,2.7836604226873822,8,73
5_17_3,17,3,5,-1,4.246380269281257,15,0
4_17_3,17,3,4,14,2.9753703568587113,7,25
2_17_3,17,3,2,14,3.8346434285441497,9,36
4_17_3,17,3,4,15,2.791491379334304,8,4
5_17_3,17,3,5,0,4.061657706865052,14,4
5_17_3,17,3,5,1,3.9744694091435475,15,3
5_17_3,17,3,5,2,3.919500227412784,16,4
5_17_3,17,3,5,3,3.8923833134882795,15,4
2_17_3,17,3,2,15,3.8340027445179317,10,33
4_17_3,17,3,4,16,2.777505851846368,9,44
4_17_3,17,3,4,17,2.770695908691932,10,12
5_17_3,17,3,5,4,3.8870035502604763,14,17
5_17_3,17,3,5,5,3.794914654849554,13,6
5_17_3,17,3,5,6,3.7576228296014174,12,5
5_17_3,17,3,5,7,3.7059367959798433,13,5
5_17_3,17,3,5,8,3.391168351312185,12,1
5_17_3,17,3,5,9,3.3452442122729176,11,2
5_17_3,17,3,5,10,3.336622362360207,10,8
2_17_3,17,3,2,16,3.8340027445179317,10,75
6_17_3,17,3,6,-1,4.79900341287531,14,0
6_17_3,17,3,6,0,4.4066457329739865,14,1
4_17_3,17,3,4,18,2.770695908691932,10,75
6_17_3,17,3,6,1,3.8679252404225655,14,2
7_17_3,17,3,7,-1,3.849142110892617,15,0
5_17_3,17,3,5,11,3.3275645993238916,9,29
5_17_3,17,3,5,12,3.2994605862649347,9,1
7_17_3,17,3,7,0,3.7880806500102904,14,7
7_17_3,17,3,7,1,3.7827967694080975,13,1
5_17_3,17,3,5,13,3.2623304549172545,9,3
7_17_3,17,3,7,2,3.7764399989559614,12,5
6_17_3,17,3,6,2,3.8535881940414423,13,10
6_17_3,17,3,6,3,3.8329682055399266,12,6
5_17_3,17,3,5,14,3.253046835176921,8,14
7_17_3,17,3,7,3,3.759849149769028,12,14
6_17_3,17,3,6,4,3.7866512716624348,12,7
7_17_3,17,3,7,4,3.349530132331839,11,6
6_17_3,17,3,6,5,3.735309239727177,11,1
6_17_3,17,3,6,6,3.577956824699365,10,1
7_17_3,17,3,7,5,3.3472709734489663,10,3
7_17_3,17,3,7,6,3.2827400136053004,10,1
6_17_3,17,3,6,7,3.5126695837342243,10,3
7_17_3,17,3,7,7,3.281328835245413,9,1
7_17_3,17,3,7,8,3.2655847397705196,8,1
6_17_3,17,3,6,8,3.5095394918128138,11,1
7_17_3,17,3,7,9,3.2401491560099522,7,3
6_17_3,17,3,6,9,3.4136184143951662,10,9
6_17_3,17,3,6,10,3.355867848922361,9,7
6_17_3,17,3,6,11,3.34312345451582,8,7
6_17_3,17,3,6,12,3.2916503076035357,8,5
6_17_3,17,3,6,13,3.2815361261252862,9,2
7_17_3,17,3,7,10,3.2401491560099522,7,43
5_17_3,17,3,5,15,3.253046835176921,8,43
8_17_3,17,3,8,-1,4.311066109749148,13,0
9_17_3,17,3,9,-1,5.044961615751595,16,0
9_17_3,17,3,9,0,4.965777358073685,17,2
8_17_3,17,3,8,0,4.304819433730293,12,4
8_17_3,17,3,8,1,4.222578978467772,12,4
9_17_3,17,3,9,1,4.728420619338615,16,4
9_17_3,17,3,9,2,4.706686530028973,15,1
9_17_3,17,3,9,3,4.455473520380908,15,2
8_17_3,17,3,8,2,4.009792142057323,12,7
9_17_3,17,3,9,4,4.409423572032528,15,1
8_17_3,17,3,8,3,3.7409158283619184,12,1
8_17_3,17,3,8,4,3.7225905728412543,11,1
9_17_3,17,3,9,5,4.29179048026184,14,2
6_17_3,17,3,6,14,3.216746990348999,9,34
8_17_3,17,3,8,5,3.600030252189048,12,21
9_17_3,17,3,9,6,3.9576535624225007,14,12
9_17_3,17,3,9,7,3.9024772481117007,14,4
6_17_3,17,3,6,15,3.052330312468234,9,23
9_17_3,17,3,9,8,3.6418628119408507,14,3
6_17_3,17,3,6,16,3.041662517193765,8,9
8_17_3,17,3,8,6,3.5945885282562884,11,19
6_17_3,17,3,6,17,2.993920038440504,7,3
9_17_3,17,3,9,9,3.6208009330654343,13,5
9_17_3,17,3,9,10,3.5763044420117467,13,1
8_17_3,17,3,8,7,3.5191525244185313,10,16
6_17_3,17,3,6,18,2.928550904001484,7,34
9_17_3,17,3,9,11,3.557670066276388,12,14
8_17_3,17,3,8,8,3.5163307453278585,9,19
9_17_3,17,3,9,12,3.504159186984169,12,7
9_17_3,17,3,9,13,3.484108114888344,11,5
8_17_3,17,3,8,9,3.515443415304294,9,27
8_17_3,17,3,8,10,3.51490085474131,8,5
9_17_3,17,3,9,14,3.439087356823079,11,12
6_17_3,17,3,6,19,2.928550904001484,7,62
8_17_3,17,3,8,11,3.4769604361149313,7,9
9_17_3,17,3,9,15,3.33581943951827,11,3
10_17_3,17,3,10,-1,4.421210031257658,15,0
8_17_3,17,3,8,12,3.2213105870720278,6,5
10_17_3,17,3,10,0,4.007295987287427,15,4
8_17_3,17,3,8,13,3.1603177076792455,6,14
10_17_3,17,3,10,1,3.933951972841812,14,3
10_17_3,17,3,10,2,3.3276449376562325,15,1
9_17_3,17,3,9,16,3.3252669069725447,10,13
9_17_3,17,3,9,17,3.3146904032888584,9,1
10_17_3,17,3,10,3,3.2720658389551605,14,4
9_17_3,17,3,9,18,3.3032691033808885,8,5
10_17_3,17,3,10,4,3.208764636752098,13,3
9_17_3,17,3,9,19,3.230537224901691,7,4
9_17_3,17,3,9,20,3.142220186322768,6,1
10_17_3,17,3,10,5,3.159227297403856,13,3
9_17_3,17,3,9,21,2.988252473157641,6,6
10_17_3,17,3,10,6,3.101505705021534,12,2
8_17_3,17,3,8,14,3.1603177076792455,6,39
9_17_3,17,3,9,22,2.9727459998254493,7,12
9_17_3,17,3,9,23,2.956624180939042,8,11
10_17_3,17,3,10,7,3.048923240579583,12,21
10_17_3,17,3,10,8,3.0396466948021184,11,9
9_17_3,17,3,9,24,2.892799770836887,7,25
10_17_3,17,3,10,9,2.9845691211696743,11,10
9_17_3,17,3,9,25,2.880748695652003,6,18
9_17_3,17,3,9,26,2.880748695652003,6,62
10_17_3,17,3,10,10,2.9845691211696743,11,75
1_17_3,17,3,1,-1,3.6669563547398707,11,0
3_17_3,17,3,3,-1,4.1551748084537925,14,0
2_18_3,18,3,2,-1,3.757069411098586,13,0
1_18_3,18,3,1,0,3.368708658218476,11,2
2_18_3,18,3,2,0,3.756852114271119,12,3
2_18_3,18,3,2,1,3.756417520616187,12,2
3_18_3,18,3,3,0,4.153399123015932,13,3
3_18_3,18,3,3,1,4.013595612049809,13,2
3_18_3,18,3,3,2,3.978863574089931,12,1
1_18_3,18,3,1,1,3.310382847516322,10,8
3_18_3,18,3,3,3,3.6304915085761262,12,4
1_18_3,18,3,1,2,3.1431604869484966,9,2
3_18_3,18,3,3,4,3.5805337245677036,12,1
2_18_3,18,3,2,2,3.710668135311679,12,10
3_18_3,18,3,3,5,3.4851009725290147,13,3
2_18_3,18,3,2,3,3.6735700607795185,11,3
1_18_3,18,3,1,3,3.073456444773933,8,5
1_18_3,18,3,1,4,3.0687027538922194,7,1
3_18_3,18,3,3,6,3.449667558381228,12,2
1_18_3,18,3,1,5,2.9975935291790976,6,6
1_18_3,18,3,1,6,2.943215371630876,6,15
3_18_3,18,3,3,7,3.4459008596301905,11,13
3_18_3,18,3,3,8,3.4424546030270116,10,3
1_18_3,18,3,1,7,2.864671020496107,7,11
1_18_3,18,3,1,8,2.832099858250114,7,4
2_18_3,18,3,2,4,3.6708421019215747,11,28
3_18_3,18,3,3,9,3.3984194886636554,10,7
2_18_3,18,3,2,5,3.460421717545545,11,3
3_18_3,18,3,3,10,3.3948663499225074,9,3
2_18_3,18,3,2,6,3.451354024312956,10,3
2_18_3,18,3,2,7,3.4423065027281754,9,3
3_18_3,18,3,3,11,3.3909761216867027,8,12
2_18_3,18,3,2,8,3.163744278925483,9,10
2_18_3,18,3,2,9,3.1060781377367443,9,1
2_18_3,18,3,2,10,3.0949729836350204,8,11
3_18_3,18,3,3,12,3.3860183268698303,7,18
2_18_3,18,3,2,11,3.083217441150837,7,17
